city,country,admin_name
Strunino,Russia,Vladimirskaya Oblast’
Coolidge,United States,Arizona
North Perth,Canada,Ontario
Kaspiyskiy,Russia,Kalmykiya
North Palm Beach,United States,Florida
Piratininga,Brazil,São Paulo
Schodack,United States,New York
Balsa Nova,Brazil,Paraná
Seclin,France,Hauts-de-France
Pine,United States,Pennsylvania
Mercier,Canada,Quebec
Stoughton,United States,Wisconsin
Mount Vernon,United States,Virginia
Milhã,Brazil,Ceará
South Stormont,Canada,Ontario
Aubenas,France,Auvergne-Rhône-Alpes
Warrensville Heights,United States,Ohio
Nossa Senhora do Livramento,Brazil,Mato Grosso
Olen,Belgium,Flanders
Scheeßel,Germany,Lower Saxony
Barßel,Germany,Lower Saxony
Worthington,United States,Minnesota
Plover,United States,Wisconsin
Villecresnes,France,Île-de-France
Goiatins,Brazil,Tocantins
Arcachon,France,Nouvelle-Aquitaine
Martinsville,United States,Indiana
Ksar Sghir,Morocco,Tanger-Tétouan-Al Hoceïma
Honggu,China,Gansu
Chos Malal,Argentina,Neuquén
Wickede,Germany,North Rhine-Westphalia
Song Phi Nong,Thailand,Suphan Buri
Ciudad Insurgentes,Mexico,Baja California Sur
Mahomet,United States,Illinois
Oftersheim,Germany,Baden-Württemberg
Olfen,Germany,North Rhine-Westphalia
Lagoa Dourada,Brazil,Minas Gerais
Tonoshō,Japan,Kagawa
Governador Dix-Sept Rosado,Brazil,Rio Grande do Norte
Superior,United States,Colorado
Oxford,United States,Connecticut
Sarrebourg,France,Grand Est
Antônio Prado,Brazil,Rio Grande do Sul
Cusset,France,Auvergne-Rhône-Alpes
Noceto,Italy,Emilia-Romagna
Lone Tree,United States,Colorado
Montgomeryville,United States,Pennsylvania
Bagnolo Mella,Italy,Lombardy
East Greenwich,United States,Rhode Island
South Daytona,United States,Florida
Saint-Colomban,Canada,Quebec
Macará,Ecuador,Loja
Claye-Souilly,France,Île-de-France
Riverdale,United States,Illinois
Pingtiancun,China,Guangdong
Lumberton,United States,Texas
Villas,United States,Florida
York,United States,Maine
Brenes,Spain,Andalusia
Herzberg am Harz,Germany,Lower Saxony
Sebt Bni Garfett,Morocco,Tanger-Tétouan-Al Hoceïma
Čelákovice,Czechia,Středočeský Kraj
Treuchtlingen,Germany,Bavaria
Moody,United States,Alabama
Chernigovka,Russia,Primorskiy Kray
Notodden,Norway,Telemark
Frecheirinha,Brazil,Ceará
McPherson,United States,Kansas
Stolin,Belarus,Brestskaya Voblasts’
Alaverdi,Armenia,Lorri
Tetiiv,Ukraine,Kyyivs’ka Oblast’
Hersbruck,Germany,Bavaria
Auriol,France,Provence-Alpes-Côte d’Azur
Vieira do Minho,Portugal,Braga
Röthenbach an der Pegnitz,Germany,Bavaria
Lacombe,Canada,Alberta
Honiton,United Kingdom,Devon
Alcácer do Sal,Portugal,Setúbal
Fort Lewis,United States,Washington
Davidson,United States,North Carolina
Edgewood,United States,Washington
Kaji,China,Yunnan
Suamico,United States,Wisconsin
Borgo San Dalmazzo,Italy,Piedmont
La Chapelle-Saint-Luc,France,Grand Est
San Marino,United States,California
Spring Garden,United States,Pennsylvania
Senador José Porfírio,Brazil,Pará
Esperance,Australia,Western Australia
Turvo,Brazil,Santa Catarina
Santo Stino di Livenza,Italy,Veneto
Parigi,India,Andhra Pradesh
Muswellbrook,Australia,New South Wales
Carnaubeira da Penha,Brazil,Pernambuco
Capul,Philippines,Northern Samar
Tabocas do Brejo Velho,Brazil,Bahia
Gärtringen,Germany,Baden-Württemberg
Solofra,Italy,Campania
Trentham,United Kingdom,Staffordshire
Portland,United States,Tennessee
Argentona,Spain,Catalonia
Bou Adel,Morocco,Fès-Meknès
Maktar,Tunisia,Siliana
Shiwan,China,Shaanxi
Anolaima,Colombia,Cundinamarca
Strand,Norway,Rogaland
Pallejá,Spain,Catalonia
Morungaba,Brazil,São Paulo
Huai Yot,Thailand,Trang
Fort Drum,United States,New York
Bonneville,France,Auvergne-Rhône-Alpes
Colesberg,South Africa,Northern Cape
Trezzo sull’Adda,Italy,Lombardy
West Bradford,United States,Pennsylvania
Graulhet,France,Occitanie
Bni Khloug,Morocco,Casablanca-Settat
Wanderley,Brazil,Bahia
Teror,Spain,Canary Islands
Chatham,United States,Illinois
Divnoye,Russia,Stavropol’skiy Kray
Oulad Rahmoun,Morocco,Béni Mellal-Khénifra
Amity,United States,Pennsylvania
Chaiyo,Thailand,Ang Thong
Amboise,France,Centre-Val de Loire
Flexeiras,Brazil,Alagoas
Kanel,Senegal,Matam
Lakeland Village,United States,California
Sooke,Canada,British Columbia
Bruay-sur-l’Escaut,France,Hauts-de-France
Borgaro Torinese,Italy,Piedmont
Mariánské Lázně,Czechia,Karlovarský Kraj
Bellefonte,United States,Pennsylvania
Kaufungen,Germany,Hesse
Rozhyshche,Ukraine,Volyns’ka Oblast’
Haselünne,Germany,Lower Saxony
Wolverton,United Kingdom,Milton Keynes
Teutschenthal,Germany,Saxony-Anhalt
Brzeg Dolny,Poland,Dolnośląskie
Mercogliano,Italy,Campania
Fene,Spain,Galicia
Tapilula,Mexico,Chiapas
Forest Hill,United States,Texas
Piketberg,South Africa,Western Cape
Borgosesia,Italy,Piedmont
Itayanagi,Japan,Aomori
Gornyak,Russia,Altayskiy Kray
Franeker,Netherlands,Fryslân
Montecorvino Rovella,Italy,Campania
Vail,United States,Arizona
Licínio de Almeida,Brazil,Bahia
Peißenberg,Germany,Bavaria
Pola de Laviana,Spain,Asturias
Pianiga,Italy,Veneto
Cypress Lake,United States,Florida
Dawson Creek,Canada,British Columbia
Gladeview,United States,Florida
Schongau,Germany,Bavaria
Maravilla Tenejapa,Mexico,Chiapas
Tarnos,France,Nouvelle-Aquitaine
Arrigorriaga,Spain,Basque Country
Tashi,China,Shaanxi
Ulubey,Turkey,Uşak
Arluno,Italy,Lombardy
Triel-sur-Seine,France,Île-de-France
Byala Slatina,Bulgaria,Vratsa
Monte San Giovanni Campano,Italy,Lazio
Baras,Philippines,Catanduanes
Borger,Netherlands,Drenthe
Grave,Netherlands,Noord-Brabant
Monfort Heights,United States,Ohio
Lipari,Italy,Sicilia
Braselton,United States,Georgia
Syston,United Kingdom,Leicestershire
Lapeer,United States,Michigan
Sulingen,Germany,Lower Saxony
Yuza,Japan,Yamagata
Herk-de-Stad,Belgium,Flanders
Oulad Ouchchih,Morocco,Tanger-Tétouan-Al Hoceïma
Dunmore,United States,Pennsylvania
Crayford,United Kingdom,Kent
Cristais,Brazil,Minas Gerais
Georgetown,United States,Georgia
Flitwick,United Kingdom,Central Bedfordshire
Kittanning,United States,Pennsylvania
Lucena,Brazil,Paraíba
Kūshk,Iran,Eşfahān
Nova Crixás,Brazil,Goiás
Santa Margarita,Spain,Balearic Islands
Clinton,United States,Connecticut
Castellbisbal,Spain,Catalonia
Vöcklabruck,Austria,Oberösterreich
Ibaretama,Brazil,Ceará
Ribeirão Bonito,Brazil,São Paulo
Pualas,Philippines,Lanao del Sur
Mar de Espanha,Brazil,Minas Gerais
Kapelle,Netherlands,Zeeland
De Haan,Belgium,Flanders
Vinings,United States,Georgia
Sharon,United States,Pennsylvania
Piên,Brazil,Paraná
Claremont,United States,New Hampshire
Castel Goffredo,Italy,Lombardy
El Qâa,Lebanon,Baalbek-Hermel
Gerpinnes,Belgium,Wallonia
Batuan,Philippines,Bohol
Rivarolo Canavese,Italy,Piedmont
Oakland,United States,New Jersey
Zhongling,China,Guizhou
Fallsburg,United States,New York
Brzeziny,Poland,Łódzkie
Lake Country,Canada,British Columbia
Veľký Krtíš,Slovakia,Banskobystrický
Pfarrkirchen,Germany,Bavaria
São José do Campestre,Brazil,Rio Grande do Norte
Chilca,Peru,Lima
Governador Lindenberg,Brazil,Espírito Santo
Sim,Russia,Chelyabinskaya Oblast’
Tinglayan,Philippines,Kalinga
Staryye Atagi,Russia,Chechnya
Sagay,Philippines,Camiguin
Dorog,Hungary,Komárom-Esztergom
San Clemente,Philippines,Tarlac
Michendorf,Germany,Brandenburg
Avrig,Romania,Sibiu
Ergolding,Germany,Bavaria
Chiatura,Georgia,Imereti
Frutillar,Chile,Los Lagos
Ban Laem,Thailand,Phetchaburi
Libertad,Philippines,Misamis Oriental
Verde Village,United States,Arizona
Uruoca,Brazil,Ceará
Malaryta,Belarus,Brestskaya Voblasts’
Trent Hills,Canada,Ontario
Möckern,Germany,Saxony-Anhalt
Sidmouth,United Kingdom,Devon
Lubaczów,Poland,Podkarpackie
Kaeng Khoi,Thailand,Sara Buri
Le Chambon-Feugerolles,France,Auvergne-Rhône-Alpes
Purén,Chile,Araucanía
Vyazemskiy,Russia,Khabarovskiy Kray
Lynnfield,United States,Massachusetts
Irondale,United States,Alabama
Maglód,Hungary,Pest
Tizgane,Morocco,Tanger-Tétouan-Al Hoceïma
Weinsberg,Germany,Baden-Württemberg
Tierra Amarilla,Chile,Atacama
Sainte-Marie,Canada,Quebec
Dorking,United Kingdom,Surrey
Surkhakhi,Russia,Ingushetiya
Kasba Tanora,Morocco,Béni Mellal-Khénifra
Lake Wylie,United States,South Carolina
Agutaya,Philippines,Palawan
Sturgis,United States,Michigan
Loganville,United States,Georgia
Brugg,Switzerland,Aargau
Bassersdorf,Switzerland,Zürich
Hemsbach,Germany,Baden-Württemberg
San Bartolo,Guatemala,Totonicapán
Novhorod-Siverskyi,Ukraine,Chernihivs’ka Oblast’
Jequeri,Brazil,Minas Gerais
Salobreña,Spain,Andalusia
Lawrenceburg,United States,Indiana
Sacacoyo,El Salvador,La Libertad
Choró,Brazil,Ceará
Chiquimulilla,Guatemala,Santa Rosa
Lakeland North,United States,Washington
Grumo Appula,Italy,Puglia
Cambuquira,Brazil,Minas Gerais
West Carrollton,United States,Ohio
Itaipé,Brazil,Minas Gerais
Kilindoni,Tanzania,Coast
Chorleywood,United Kingdom,Hertfordshire
Oxapampa,Peru,Pasco
Costa de Caparica,Portugal,Setúbal
Finneytown,United States,Ohio
Camabatela,Angola,Kwanza Norte
Ridge,United States,New York
Guelph/Eramosa,Canada,Ontario
Mostardas,Brazil,Rio Grande do Sul
Méricourt,France,Hauts-de-France
Glen Carbon,United States,Illinois
Arhribs,Algeria,Tizi Ouzou
Sala Consilina,Italy,Campania
Mutia,Philippines,Zamboanga del Norte
Locri,Italy,Calabria
Neuhausen auf den Fildern,Germany,Baden-Württemberg
Bretzfeld,Germany,Baden-Württemberg
Cuisnahuat,El Salvador,Sonsonate
Ifs,France,Normandie
Kriftel,Germany,Hesse
Bershad,Ukraine,Vinnyts’ka Oblast’
Raismes,France,Hauts-de-France
New Hanover,United States,Pennsylvania
Marshall,United States,Missouri
Medfield,United States,Massachusetts
Berwick-Upon-Tweed,United Kingdom,Northumberland
Jaroměř,Czechia,Královéhradecký Kraj
Syasstroy,Russia,Leningradskaya Oblast’
Lake Tapps,United States,Washington
Samashki,Russia,Chechnya
Spearfish,United States,South Dakota
Silago,Philippines,Southern Leyte
Mora,Sweden,Dalarna
Limburgerhof,Germany,Rhineland-Palatinate
Francofonte,Italy,Sicilia
Plan-de-Cuques,France,Provence-Alpes-Côte d’Azur
East Hampton,United States,Connecticut
Újfehértó,Hungary,Szabolcs-Szatmár-Bereg
Gyomaendrőd,Hungary,Békés
Los Lagos,Chile,Los Ríos
Brignais,France,Auvergne-Rhône-Alpes
Truro,Canada,Nova Scotia
Steinheim,Germany,North Rhine-Westphalia
Amos,Canada,Quebec
Figline Valdarno,Italy,Tuscany
Lawaan,Philippines,Eastern Samar
Souakene,Morocco,Tanger-Tétouan-Al Hoceïma
Cedartown,United States,Georgia
Ban Tom Klang,Thailand,Phayao
Diébougou,Burkina Faso,Sud-Ouest
Perehinske,Ukraine,Ivano-Frankivs’ka Oblast’
Dubak,India,Telangana
Krupka,Czechia,Ústecký Kraj
Pecica,Romania,Arad
Zawiat Moulay Brahim,Morocco,Marrakech-Safi
Teroual,Morocco,Tanger-Tétouan-Al Hoceïma
Provins,France,Île-de-France
Gorokhovets,Russia,Vladimirskaya Oblast’
Hajdúhadház,Hungary,Hajdú-Bihar
Cloquet,United States,Minnesota
Weigelstown,United States,Pennsylvania
Rosario del Tala,Argentina,Entre Ríos
Betma,India,Madhya Pradesh
Lilburn,United States,Georgia
South Sioux City,United States,Nebraska
Simeria,Romania,Hunedoara
Valverde del Camino,Spain,Andalusia
Maryville,United States,Missouri
The Nation / La Nation,Canada,Ontario
Taldom,Russia,Moskovskaya Oblast’
Bohmte,Germany,Lower Saxony
Franklin,United States,Louisiana
Churchdown,United Kingdom,Gloucestershire
Cidade Gaúcha,Brazil,Paraná
Olintla,Mexico,Puebla
Wawarsing,United States,New York
Pichilemu,Chile,Libertador General Bernardo O’Higgins
Mikashevichy,Belarus,Brestskaya Voblasts’
Bamber Bridge,United Kingdom,Lancashire
Brunswick,United States,New York
Villafranca de los Barros,Spain,Extremadura
Iferhounene,Algeria,Tizi Ouzou
Sankt Veit an der Glan,Austria,Kärnten
Maizières-lès-Metz,France,Grand Est
College,United States,Alaska
Fontanafredda,Italy,Friuli-Venezia Giulia
Ascot,United Kingdom,Windsor and Maidenhead
Ashibetsu,Japan,Hokkaidō
Wächtersbach,Germany,Hesse
L’Isle-Adam,France,Île-de-France
Clinton,United States,New Jersey
Pinheiro Machado,Brazil,Rio Grande do Sul
Linnich,Germany,North Rhine-Westphalia
Kalyazin,Russia,Tverskaya Oblast’
Hadamar,Germany,Hesse
Santa Ana de Yacuma,Bolivia,El Beni
Laamarna,Morocco,Marrakech-Safi
Areal,Brazil,Rio de Janeiro
São Sebastião do Uatumã,Brazil,Amazonas
Burj al ‘Arab,Egypt,Al Iskandarīyah
Lahaina,United States,Hawaii
Gibraleón,Spain,Andalusia
San Francisco de Mostazal,Chile,Libertador General Bernardo O’Higgins
Rognac,France,Provence-Alpes-Côte d’Azur
Santiago Amoltepec,Mexico,Oaxaca
Peligros,Spain,Andalusia
Saint-Jean,France,Occitanie
Glendale,United States,Wisconsin
Si Mustapha,Algeria,Boumerdes
Florange,France,Grand Est
Lauria Inferiore,Italy,Basilicata
Warsop,United Kingdom,Nottinghamshire
Saúde,Brazil,Bahia
Zag,Morocco,Guelmim-Oued Noun
Terryville,United States,New York
Othello,United States,Washington
Santa Cruz da Baixa Verde,Brazil,Pernambuco
Mineiros do Tietê,Brazil,São Paulo
Joanópolis,Brazil,São Paulo
Sant’Agata di Militello,Italy,Sicilia
Gulf Shores,United States,Alabama
Ingersoll,Canada,Ontario
Dorridge,United Kingdom,Solihull
Avanhandava,Brazil,São Paulo
Khasanya,Russia,Kabardino-Balkariya
Simplício Mendes,Brazil,Piauí
Yulee,United States,Florida
Athens,United States,Texas
Jupiter Farms,United States,Florida
Tarboro,United States,North Carolina
Steinheim am der Murr,Germany,Baden-Württemberg
San Salvador,Argentina,Entre Ríos
Brunsbüttel,Germany,Schleswig-Holstein
Wickliffe,United States,Ohio
Lamballe,France,Bretagne
Ban Muang Ngam,Thailand,Songkhla
Jilava,Romania,Ilfov
Snezhnogorsk,Russia,Murmanskaya Oblast’
Qiaotouba,China,Gansu
Librazhd-Qendër,Albania,Elbasan
Vrchlabí,Czechia,Královéhradecký Kraj
Kuçovë,Albania,Berat
Elgin,United States,Texas
Sinalunga,Italy,Tuscany
Altavilla Vicentina,Italy,Veneto
Canet-en-Roussillon,France,Occitanie
Croxley Green,United Kingdom,Hertfordshire
Mercerville,United States,New Jersey
Tacaimbó,Brazil,Pernambuco
La Homa,United States,Texas
Paullo,Italy,Lombardy
Dover,United States,Ohio
Spondon,United Kingdom,Derby
Dongyuancun,China,Zhejiang
Greenville,United States,Ohio
Neuenburg am Rhein,Germany,Baden-Württemberg
Borger,United States,Texas
Ələt,Azerbaijan,Bakı
Mato Verde,Brazil,Minas Gerais
Zofingen,Switzerland,Aargau
Bonita,United States,California
Derventa,Bosnia And Herzegovina,"Srpska, Republika"
Albertirsa,Hungary,Pest
Charlotte,United States,Michigan
Chok Chai,Thailand,Nakhon Ratchasima
Gangelt,Germany,North Rhine-Westphalia
Andernos-les-Bains,France,Nouvelle-Aquitaine
Broussard,United States,Louisiana
Saint-Estève,France,Occitanie
Los Santos,Colombia,Santander
Bad Urach,Germany,Baden-Württemberg
Winterberg,Germany,North Rhine-Westphalia
Beaconsfield,United Kingdom,Buckinghamshire
Dorado,Puerto Rico,Puerto Rico
Olgiate Comasco,Italy,Lombardy
Leibnitz,Austria,Steiermark
Horndean,United Kingdom,Hampshire
Pieve di Soligo,Italy,Veneto
Aït Youssef Ou Ali,Morocco,Drâa-Tafilalet
Gaimersheim,Germany,Bavaria
Herrin,United States,Illinois
Hungen,Germany,Hesse
Milovice,Czechia,Středočeský Kraj
Kamianka-Dniprovska,Ukraine,Zaporiz’ka Oblast’
Blaubeuren,Germany,Baden-Württemberg
Orzinuovi,Italy,Lombardy
San Miguel de Salcedo,Ecuador,Cotopaxi
Amesbury,United Kingdom,Wiltshire
Hattem,Netherlands,Gelderland
Pionerskiy,Russia,Kaliningradskaya Oblast’
Kasaishi,Japan,Fukushima
Choctaw,United States,Oklahoma
Tepetzintla,Mexico,Puebla
Vejer de la Frontera,Spain,Andalusia
Alpen,Germany,North Rhine-Westphalia
Manvel,United States,Texas
Windsor Locks,United States,Connecticut
Ronchi dei Legionari,Italy,Friuli-Venezia Giulia
Shilka,Russia,Zabaykal’skiy Kray
Fonsorbes,France,Occitanie
Chaval,Brazil,Ceará
Kantang,Thailand,Trang
Los Alamos,United States,New Mexico
Oregon,United States,Wisconsin
Candelaria,Colombia,Atlántico
Albatera,Spain,Valencia
Barbosa Ferraz,Brazil,Paraná
Commerce,United States,California
Winkler,Canada,Manitoba
Fehmarnsund,Germany,Schleswig-Holstein
Chauny,France,Hauts-de-France
Taylorville,United States,Illinois
Ibicuitinga,Brazil,Ceará
Riviera Beach,United States,Maryland
Porto,Brazil,Piauí
Port Neches,United States,Texas
Wetaskiwin,Canada,Alberta
Shchastia,Ukraine,Luhans’ka Oblast’
Jataìzinho,Brazil,Paraná
Emiliano Zapata,Mexico,Hidalgo
Ounagha,Morocco,Marrakech-Safi
Prineville,United States,Oregon
Oissel,France,Normandie
Anzola dell’Emilia,Italy,Emilia-Romagna
El Adjiba,Algeria,Bouira
São Gonçalo do Pará,Brazil,Minas Gerais
Baykalsk,Russia,Irkutskaya Oblast’
Lakeland,United States,Tennessee
Peru,United States,Indiana
Lauenburg,Germany,Schleswig-Holstein
Vakhrusheve,Ukraine,Luhans’ka Oblast’
Maxaranguape,Brazil,Rio Grande do Norte
Dalmatovo,Russia,Kurganskaya Oblast’
White House,United States,Tennessee
Niefern-Öschelbronn,Germany,Baden-Württemberg
Santa Bárbara de Pinto,Colombia,Magdalena
Keokuk,United States,Iowa
Kalajoki,Finland,Pohjois-Pohjanmaa
Xiaping,China,Shaanxi
Greetland,United Kingdom,Calderdale
Yemva,Russia,Komi
Junín de los Andes,Argentina,Neuquén
São Geraldo,Brazil,Minas Gerais
St. Ann,United States,Missouri
Monte Compatri,Italy,Lazio
Jaciara,Brazil,Mato Grosso
Mablethorpe,United Kingdom,Lincolnshire
Lana,Italy,Trentino-Alto Adige
Hirschaid,Germany,Bavaria
Durmersheim,Germany,Baden-Württemberg
Cardoso Moreira,Brazil,Rio de Janeiro
Oshikango,Namibia,Ohangwena
Wadhraf,Tunisia,Gabès
Newtown,United Kingdom,Powys
Itiquira,Brazil,Mato Grosso
Brandfort,South Africa,Free State
Berja,Spain,Andalusia
Seringueiras,Brazil,Rondônia
Cinisi,Italy,Sicilia
Darfield,United Kingdom,Barnsley
San Mauro Pascoli,Italy,Emilia-Romagna
Alcudia de Carlet,Spain,Valencia
Lavagna,Italy,Liguria
Wieringerwerf,Netherlands,Noord-Holland
Duartina,Brazil,São Paulo
Cananéia,Brazil,São Paulo
Calanasan,Philippines,Apayao
Yuzha,Russia,Ivanovskaya Oblast’
Camposampiero,Italy,Veneto
Beniel,Spain,Murcia
Moreira Sales,Brazil,Paraná
Tranent,United Kingdom,East Lothian
Galashiels,United Kingdom,"Scottish Borders, The"
Goražde,Bosnia And Herzegovina,"Bosnia and Herzegovina, Federation of"
Mastic Beach,United States,New York
Rong Kwang,Thailand,Phrae
Santol,Philippines,La Union
Justice,United States,Illinois
Spresiano,Italy,Veneto
Central Elgin,Canada,Ontario
Tiszavasvári,Hungary,Szabolcs-Szatmár-Bereg
Graben-Neudorf,Germany,Baden-Württemberg
San Pietro in Casale,Italy,Emilia-Romagna
Gavardo,Italy,Lombardy
Taguaí,Brazil,São Paulo
Anklam,Germany,Mecklenburg-Western Pomerania
German Flatts,United States,New York
Saint-Germain-lès-Arpajon,France,Île-de-France
Cumpăna,Romania,Constanţa
Elfers,United States,Florida
Lewisboro,United States,New York
Fuldatal,Germany,Hesse
Fulton,United States,Missouri
Minneola,United States,Florida
Anna Regina,Guyana,Pomeroon-Supenaam
Valu lui Traian,Romania,Constanţa
Oskaloosa,United States,Iowa
Buchach,Ukraine,Ternopil’s’ka Oblast’
Santa Ana Maya,Mexico,Michoacán de Ocampo
Lienz,Austria,Tirol
Urbana,United States,Maryland
Mecatlán,Mexico,Veracruz
Benifayó,Spain,Valencia
Grand Terrace,United States,California
Rielasingen-Worblingen,Germany,Baden-Württemberg
Panama City Beach,United States,Florida
Woodland Park,United States,New Jersey
Teixeira Soares,Brazil,Paraná
Menfi,Italy,Sicilia
Rosbach vor der Höhe,Germany,Hesse
