vendor_no,vendor_name,vendor_city,country,region,order_no,order_date,delivery_no,promised_date,delivery_date,days_variance,otd_ld
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0810,2021-03-19,27601531,2021-04-14,2021-04-13,3,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2109,2020-09-18,18034906,2021-04-14,2021-04-13,3,"On-Time Delivery"
K00011,"SCHERDEL Berlin GmbH & Co. KG",Berlin,"United States","North America",EB21/0533,2021-02-03,17000183,2021-09-04,2021-08-04,-113,"Late Delivery"
K00011,"SCHERDEL Berlin GmbH & Co. KG",Berlin,"United States","North America",EB21/0360,2021-04-02,17000183,2021-09-04,2021-08-04,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0647,2021-02-03,17200132,2021-07-04,2021-06-04,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0489,2021-02-17,38000465,2021-03-19,2021-03-18,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0460,2021-03-03,ABB0038943,2021-03-17,2021-03-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0421,2021-03-03,38001158,2021-03-17,2021-03-16,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB21/0054,2021-01-14,38001147,2021-10-02,2021-09-02,91,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2505,2020-10-12,17200125,2021-01-15,2021-01-14,-1,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063526,2021-01-13,2021-12-01,-320,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063527,2021-01-13,2021-12-01,-320,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/2190,2020-05-11,40063529,2021-01-13,2021-12-01,-320,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/2356,2020-09-12,KU00022240-1,2021-01-13,2021-12-01,-322,"Late Delivery"
K02699,"Ahlberg Metalltechnik GmbH",Berlin,"United States","North America",EB20/2119,2020-02-11,17200124,2020-09-12,2020-08-12,31,"On-Time Delivery"
K02440,"B. Grauel GmbH",Berlin,"United States","North America",EB20/1630,2020-08-09,00986648,2020-09-14,2020-09-13,5,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB20/1282,2020-07-17,00345655,2020-12-08,2020-11-08,30,"On-Time Delivery"
K00074,"Gebr. Geisler GmbH",Berlin,"United States","North America",EB20/1282,2020-07-17,00345677,2020-12-08,2020-11-08,30,"On-Time Delivery"
K04374,"Dr. Kieburg GmbH",Berlin,"United States","North America",EB20/0705,2020-07-05,KP0064B323,2020-05-13,2020-12-05,424,"On-Time Delivery"
K04374,"Dr. Kieburg GmbH",Berlin,"United States","North America",EB20/0705,2020-04-17,KP0064B321,2020-05-13,2020-12-05,424,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/0803,2020-03-04,40063527,2020-07-05,2020-06-05,-21,"Late Delivery"
K00016,Höttges,Berlin,"United States","North America",EB20/0803,2020-03-04,40063526,2020-07-05,2020-06-05,-21,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0739,2020-03-13,KU00022240-1,2020-04-20,2020-04-19,-2,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0607,2020-01-04,27601088,2020-04-15,2020-04-14,1,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0100M659,2020-08-04,2020-07-04,62,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0026M935,2020-08-04,2020-07-04,-30,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0733,2020-03-04,KP0064C108,2020-08-04,2020-07-04,62,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0569,2020-02-03,00451187,2020-06-04,2020-05-04,-61,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0383,2020-02-19,28000916,2020-04-03,2020-03-03,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001110,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001109,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001108,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001107,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001106,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001105,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001104,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001103,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001102,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001101,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-05-02,KP00001098,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-05-02,KP00001097,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04403,"Metrofunk Kabel-Union GmbH",Berlin,"United States","North America",EB20/0272,2020-04-02,KP00001096,2020-11-02,2020-10-02,31,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/0294,2020-06-01,18004656,2020-11-02,2020-09-02,30,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/1921,2020-06-01,28035555,2020-11-02,2020-09-02,30,"On-Time Delivery"
K00016,Höttges,Berlin,"United States","North America",EB19/3738,2019-03-12,KU00057378,2020-04-02,2020-02-02,-16,"Late Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB20/0026,2020-01-20,90082808,2020-04-02,2020-02-02,29,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3776,2019-09-12,27602463,2020-01-17,2020-01-16,748,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3806,2019-12-17,90082951,2020-01-17,2020-01-16,-3,"Late Delivery"
K00623,"Brenntag GmbH",Berlin,"United States","North America",EB19/3820,2019-12-12,00980239,2020-01-17,2020-01-16,259,"On-Time Delivery"
K00295,"ALBIS Plastic GmbH",Berlin,"United States","North America",EB19/2287,2019-08-07,HDE0953402,2020-01-15,2020-01-14,261,"On-Time Delivery"
K04386,"Diehl Metal Applications GmbH",Berlin,"United States","North America",EB19/3704,2019-03-12,KU00024748-4,2020-10-01,2020-09-01,-31,"Late Delivery"
K01401,"TransPak GmbH",Berlin,"United States","North America",EB19/3940,2019-12-19,KU00080860,2020-07-01,2020-06-01,122,"On-Time Delivery"
K02762,"Mesa Parts GmbH",Lenzkirch,Germany,Germany,EB21/1653,2021-02-06,17000140,2021-10-18,2021-10-17,-2,"Late Delivery"
