Creditor No_;Datev Account No_;Fax No_;Group Vendor No_;ILN No_;No_ Series;No_;Our Account No_;Pay-to Vendor No_;Phone No_;Primary Contact No_;Registration No_;Telex No_;VAT Registration No_;Validate EU Vat Reg_ No_;akq No_ of Entries Paym_ Adv_;akq Payment Vendor No_;Address 2;Address;Application Method;Base Calendar Code;Block Payment Tolerance;Blocked;Budgeted Amount;Cash Flow Payment Terms Code;City;Construction Service;Contact;Country_Region Code;County;Currency Code;Currency Id;Datev Addressee Type;Datev Export Date;Delivery Reminder Terms;Diverse Vendors;Document Sending Profile;Don_t Export Bank Account;E-Mail;Fin_ Charge Terms Code;GLN;Gen_ Bus_ Posting Group;Global Dimension 1 Code;Global Dimension 2 Code;Home Page;IC Partner Code;Id;Image;Invoice Disc_ Code;Language Code;Last Date Modified;Last Modified Date Time;Lead Time Calculation;Location Code;Name 2;Name;Partner Type;Payment Method Code;Payment Method Id;Payment Terms Code;Payment Terms Id;Picture;Post Code;Preferred Bank Account Code;Prepayment _;Prices Including VAT;Priority;Privacy Blocked;Purchaser Code;Release Status;Release Until;Responsibility Center;SSCC Nos_;Search Name;Shipment Method Code;Shipping Agent Code;Statistics Group;Tax Area Code;Tax Liable;Telex Answer Back;Territory Code;VAT Bus_ Posting Group;Vendor Posting Group;akq Allow Payment 3rd parties;akq DTAZV Charges Rule;akq DTAZV Currency Instruction;akq Direction Code;akq Payment Type;akq Single Payment;timestamp
;;0341 909 864 329;;;KRED;K03611;23908;;0341 909 864 351;;;;;0;0;;;Max-Liebermann-Str. 4 a;0;KRED;0;2;0,00000000000000000000;;Leipzig;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{134EA84B-A945-4AD2-847E-3886BBA9EAB7};{00000000-0000-0000-0000-000000000000};K03611;;19.11.2021 00:00:00;19.11.2021 09:21:36;;;;STM Stahl-Service-Center GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};300802;{FA1D5AE3-AEE1-4D7B-B671-B23F106DA126};;04159;VOLKSBK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;STM STAHL-LEIPZIG;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A990A3
;;0212 25 834 98;;;KRED;K03612;;;0212 25 834 0;;;;;0;0;;;Dycker Feld 43;0;KRED;0;2;0,00000000000000000000;;Solingen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{5192332B-7514-4332-8C4B-E4FB79F40E94};{00000000-0000-0000-0000-000000000000};K03612;;19.11.2021 00:00:00;19.11.2021 09:21:58;;;Special Coatings GmbH;AHC Oberflächentechnik;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};10;{D62A18D7-C7F8-4D54-AC29-5E353D2136A6};;42653;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;AHC SOLINGEN;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000059A990B3
;;0041 61 756 22 12;;;KRED;K03613;41201948;;0041 61 756 22 54;IN12772;112 742;;UID CHE-102.389.809;0;0;;;Pfeffingerring 201;0;KRED;0;2;0,00000000000000000000;;Aesch;0;Hr. Meier;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@esonpac.ch;;;AL;;;www.esonpac.com;;{AF0FB66F-4E78-4F52-9864-2A94246ABA51};{00000000-0000-0000-0000-000000000000};K03613;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;;#Eson Pac AG#;0;;{00000000-0000-0000-0000-000000000000};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;CH-4147;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;STRALFORS AG/ESON PAC;12;;0;;0;;;AL;AL;0;0;0;;;0;0000000053299EFC
;;038758 333 66;;;KRED;K03614;;;038758 333 44;IN11314;;;;0;0;;;Roggenfelder Str. 9c;0;KRED;0;0;0,00000000000000000000;;Dömitz;0;Herrn Reuter;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;wk.kucharczyk.de;;;IL;;;www.kucharczyk.de;;{7F8E82C5-34FB-4E16-837A-0A55D66679E0};{00000000-0000-0000-0000-000000000000};K03614;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;Präzisionsdrehteile;Kucharczyk;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;19303;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KUCHARCZYK;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299F02
;;0048 32 332 80 01;;;KRED;K03615;K00004186;;0048 32 332 80 39;IN11316;;;PL6312362213;0;0;;;21 Szara Str.;0;KRED;0;0;0,00000000000000000000;;Gliwice;0;Damian Janiga;PL;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;orders@etisoft.com.pl;;;EU;;;;;{32FFE716-A481-41E7-914E-CE25485D482B};{00000000-0000-0000-0000-000000000000};K03615;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;;ETISOFT Sp. z o.o.;0;SEPA EU;{D762816C-794B-4AAA-A9CE-6175E622A849};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;PL-44-100;WBKP;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ETISOFT SP. Z O.O.;1;;0;;0;;;EU;EU;0;0;0;;;0;0000000053299F07
;;0561 4991 93 256;;;KRED;K03617;11621840;;07821/9968-605;;;;;0;0;;;Einsteinallee 12;0;KRED;0;0;0,00000000000000000000;;Lahr;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{74D5276E-7AD7-4DA6-A8B9-23021593D62A};{00000000-0000-0000-0000-000000000000};K03617;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;Niederlassung;DSV Road GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;77933;DANSKE;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DSV ROAD GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299F11
;;06081-959 361;;;KRED;K03618;;;06081-959-0;;;;;0;0;;;Philipp-Reis-Str. 8/13;0;KRED;0;0;0,00000000000000000000;;Wehrheim/ Ts.;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{8830551F-2AA2-4765-8274-1D8F5A976B57};{00000000-0000-0000-0000-000000000000};K03618;;25.01.2020 00:00:00;25.01.2020 09:36:44;;;;Heraeus Kulzer GmbH & Co.KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;61273;SP;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HERAEUS KULZER GMBH & CO.KG;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299F16
;;+49 30 689808-50;;;KRED;K03626;30005;;+49 30 689808-0;;30/116/6050;;DE811360243;0;0;;;Nobelstr. 25;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@kunzendorf-spedition.de;;;IL;;;;;{8D712116-493A-4800-8BD0-88CE2D148FE9};{00000000-0000-0000-0000-000000000000};K03626;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;Stammhaus Berlin;Kunzendorf Spedition GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;12057;BB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KUNZENDORF SPEDITION GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299F3E
;;033843 922 599;;;KRED;K03629;15029;;033843 922 588;;;;DE 115048365;0;0;;;Linther Weg 1;0;KRED;0;0;0,00000000000000000000;;Grabow;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@precitec-gmbh.de;;;IL;;;www.precitec-gmbh.de;;{DB24C53A-389B-45AC-B56D-59D4C46F3159};{00000000-0000-0000-0000-000000000000};K03629;;25.01.2020 00:00:00;25.01.2020 09:36:45;;A-01;Technische Produkte;Precitec GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301003;{2B8A8A1A-8A91-4E1E-88EF-536EDE849840};;14823;PB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;PRECITEC GMBH;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299F4D
;;05973 94 93 90;;;KRED;K03631;050731;;05973 9493 0;;;;;0;0;;;Auf der Lauge 4;0;KRED;0;0;0,00000000000000000000;;Neuenkirchen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@timmer.de;;;IL;;;www.timmer-pneumatik.de;;{410FFDF0-36B0-4731-90E6-4912F7787E14};{00000000-0000-0000-0000-000000000000};K03631;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;Dosier- und Vakuumtechnik;Timmer GmbH, Pneumatik,;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;48485;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TIMMER GMBH, PNEUMATIK,;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299F57
;;+41 61 836 10 77;;;KRED;K03632;22280;;+41 61 836 10 70;;612 321;;;0;0;;;GZA/ Speditionsgebäude;0;KRED;0;0;0,00000000000000000000;;Rheinfelden;0;;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;AL;;;;;{AC679115-573B-4FFA-80F6-482FE412A145};{00000000-0000-0000-0000-000000000000};K03632;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;;ZOLL- FIT;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;CH-4310;SPARKASSE;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ZOLL- FIT;;;0;;0;;;AL;AL;0;0;0;;;0;0000000053299F5C
;;07454 793 96;;;KRED;K03633;2024675;;07454 793 40;IN14755;;;DE253564707;0;0;;;Heubergstr. 2;0;KRED;0;0;0,00000000000000000000;;Sulz;0;Frau Gebert;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;"info@kipp.com
";;;IL;;;www.kipp.com;;{1B3394E5-2247-40C7-8D8F-65C4F68D1CBA};{00000000-0000-0000-0000-000000000000};K03633;;29.09.2020 00:00:00;29.09.2020 11:13:48;;;Spanntechnik Normelemente;Heinrich Kipp Werk GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;72172;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KIPP WERK KG;1;;0;;0;;;IL;IL;0;0;0;;;0;00000000558D9B3A
;;+41 61 827 55 50;;;KRED;K03640;1086;;+41 61 827 55 55;;367 340;;;0;0;;;Rheinstr. 28b;0;KRED;0;0;0,00000000000000000000;;Pratteln;0;;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@swiss-express.com;;;AL;;;www.swiss-express.com;;{91FD6366-5038-4AB3-B43A-0A368369797F};{00000000-0000-0000-0000-000000000000};K03640;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;;SWISS EXPRESS;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;CH-4133;PB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SWISS EXPRESS;;;0;;0;;;AL;AL;0;0;0;;;0;0000000053299F84
;;+41 61 685 94 01;;;KRED;K03641;11524;;+41 61 685 94 00;;456359;;;0;0;;Freiburger Str. 9;;0;KRED;0;0;0,00000000000000000000;;Basel;0;;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@expressgroupswiss.ch;;;AL;;;www.expressgroupswiss.ch;;{0509BF75-C1D7-4948-AC59-EA3B76648AE6};{00000000-0000-0000-0000-000000000000};K03641;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;Express Group Swiss GmbH;EGS;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;CH-4057;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EGS;;;0;;0;;;AL;AL;0;0;0;;;0;0000000053299F89
;;08153 403 15;;;KRED;K03642;;;08153 403 0;;;;;0;0;;;Argelsrieder Feld 6;0;KRED;0;0;0,00000000000000000000;;Weßling;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{C00F4600-8D7A-43EC-919D-3B0647A2E249};{00000000-0000-0000-0000-000000000000};K03642;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;;ZVE der FhG- IZM Berlin;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};21;{0CFD585B-1E92-4BCB-A887-42F3B42866AF};;82234;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ZVE DER FHG- IZM BERLIN;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299F8E
;;+41 61 638 80 81;;;KRED;K03643;;;+41 61 638 80 80;;267 931;;;0;0;;;Box 434;0;KRED;0;0;0,00000000000000000000;;Basel;0;;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@bergerag.com;;;AL;;;;;{06A9FD46-0281-48CE-9E77-01FD8045D849};{00000000-0000-0000-0000-000000000000};K03643;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;Verzollungsagentur;Berger AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;CH-4019;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BERGER AG;;;0;;0;;;AL;AL;0;0;0;;;0;0000000053299F93
;;089 548 78 802;;;KRED;K03647;;;089 548 78 801;;;;;0;0;;;Wettersteinstr. 8;0;KRED;0;0;0,00000000000000000000;;Taufkirchen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;shop@faxland.de;;;IL;;;www.faxland.de;;{836C2D83-BEDC-423D-8A58-F6F602573BF3};{00000000-0000-0000-0000-000000000000};K03647;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;Drufax;Faxland;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;82024;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;FAXLAND;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299FA7
;;0221 806 1327;;;KRED;K03648;1032762;;0221 806 4031;;216/5715/1213;;DE118657515;0;0;;;Am Grauen Stein;0;KRED;0;0;0,00000000000000000000;;Köln;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;www.tuv.com;;{9AC4C9B0-373D-403E-9ADB-5729D170135D};{00000000-0000-0000-0000-000000000000};K03648;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;;TÜV Rheinland Cert GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;51105;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TÜV INDUSTRIE KÖLN;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299FAC
;;;;;KRED;K03651;646876;;030 7562 1550;IN12599;216/5715/1213;;DE811835490;0;0;;;Tillystr.2;0;KRED;0;0;0,00000000000000000000;;Nürnberg;0;Fr. Ruth Klenke;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{34C9CC36-2AEB-40DA-B027-DED7B9B48226};{00000000-0000-0000-0000-000000000000};K03651;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;Products GmbH;TÜV Rheinland LGA;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;90431;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TÜV LGA PRODUCTS KÖLN;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299FBB
;;0341 2561 444;;;KRED;K03653;6426434;;0341 2561 412;;99012/08009;;;0;0;;;Maria-Theresien-Str. 23;0;KRED;0;0;0,00000000000000000000;;Lohr;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@boschrexroth.de;;;IL;;;;;{42D8BBD1-3465-45F3-B61D-AAA3B4408E86};{00000000-0000-0000-0000-000000000000};K03653;;02.09.2021 00:00:00;02.09.2021 14:30:16;;;;Bosch Rexroth AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;97813;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BOSCH REXROTH AG;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000058CCA82C
;;03342 301189;;;KRED;K03654;;;03342 301184;;;;;0;0;;;Friedhofstraße 20;0;KRED;0;0;0,00000000000000000000;;Waldesruh;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{3FCEE11F-86DE-455D-8D01-08B364A2514A};{00000000-0000-0000-0000-000000000000};K03654;;04.01.2021 00:00:00;04.01.2021 09:09:39;;;Oliver Fischer GmbH;Werkzeugdienst Oliver Fischer GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;12625;VOBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;WERKZEUGDIENST OLIVER FISCHER GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;00000000566CC69A
;;0041 61 855 62 62;;;KRED;K03656;72992/23;;0041 61 855 61 35;IN12156;;;DE142301190;0;0;;;Industriestraße 1;0;KRED;0;2;0,00000000000000000000;;Möhlin;0;Hr. Rölver;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;manuel.niederberger@smurfitkappa.ch;;;IL;;;;;{DECDD83E-AD18-48FE-B399-923DF98C6886};{00000000-0000-0000-0000-000000000000};K03656;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;;#Smurfit Kappa#;0;;{00000000-0000-0000-0000-000000000000};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;CH-4313;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;#SMURFIT KAPPA CH#;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299FD4
;;06051 9220 10;;;KRED;K03657;;;06051 9220 0;;;;;0;0;;;Weiherfeld 16-18;0;KRED;0;0;0,00000000000000000000;;Gründau;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@asecos.com;;;IL;;;www.asecos.com;;{FAD18BC7-565F-42C8-B8A7-DA0EE25FCDF4};{00000000-0000-0000-0000-000000000000};K03657;;25.01.2020 00:00:00;25.01.2020 09:36:45;;A-01;;Asecos GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;63584;DREBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ASECOS GMBH;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299FD9
;;0391 85 75 15;;;KRED;K03658;138 (29);;0391 85 75 14;;;;;0;0;;;Berliner Chaussee 103;0;KRED;0;0;0,00000000000000000000;;Magdeburg;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;Distribution.Magdeburg@ottoemil.de;;;IL;;;www.emilotto.de;;{8EB55526-7418-44F2-BFDC-4F247D703D09};{00000000-0000-0000-0000-000000000000};K03658;;25.01.2020 00:00:00;25.01.2020 09:36:45;;;Werk II;Emil Otto e. K.;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;39114;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EMIL OTTO E.K. MAGDEBURG;92;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299FDE
;;033764 76 259;;;KRED;K03662;41681;;033764 76 0;;;;;0;0;;;Eichenweg 3;0;KRED;0;0;0,00000000000000000000;;Mittenwalde;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{714D2B2C-31AA-4E62-A68D-C87AEECE65EA};{00000000-0000-0000-0000-000000000000};K03662;;25.01.2020 00:00:00;25.01.2020 09:36:46;;;;Cordes & Simon GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;15749;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;CORDES & SIMON GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299FF2
;;0228-369 6001;;;KRED;K03663;86-638018-62;;0228-955 0100;;;;;0;0;;;Theodor-Heuss-Straße 2-4;0;KRED;0;0;0,00000000000000000000;;Bonn;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;kundendienst@vnr.de;;;IL;;;;;{F17B1D3E-0CAE-4AA2-BEE7-2B7089CD24C3};{00000000-0000-0000-0000-000000000000};K03663;;21.02.2020 00:00:00;21.02.2020 20:45:40;;A-01;;Orgenda Verlag;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;53095;POBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ORGENDA VERLAG;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C401DD
;;033055 70981;;;KRED;K03664;;;033055 75898;;;;;0;0;;;Zur Waage 2;0;KRED;0;0;0,00000000000000000000;;Kremmen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;;;;IL;;;;;{B13ECD4F-8F8A-44D9-99C4-4C3012C2AF86};{00000000-0000-0000-0000-000000000000};K03664;;25.01.2020 00:00:00;25.01.2020 09:36:46;;;Pauli GmbH & Co. KG;Märkische Messebau;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;16766;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;PAULI MÄRKISCHE MESSEBAU;1;;0;;0;;;IL;IL;0;0;0;;;0;0000000053299FFC
;;;;;KRED;K03665;100529;;05253-4000 234;IN11420;326/5900/0326;;DE125444145;0;0;;;Groppendiek 2;0;KRED;0;0;0,00000000000000000000;;Bad Driburg;0;Herr Rüthers;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;p.ruethers@integ-ggmbh.de;;;ILE;;;www.integ-ggmbh.de;;{992FF22A-5563-4E41-B450-511F6DE85289};{00000000-0000-0000-0000-000000000000};K03665;;25.01.2020 00:00:00;25.01.2020 09:36:46;;;Integrationsbetr. f.Behinderte;INTEG GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;33014;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;INTEG;93;;0;;0;;;ILE;IL;0;0;0;;;0;000000005329A002
;;+49 30 741 90 14;;;KRED;K03666;61173;;+49 30 741 40 68;;21/369/60304;;DE136242505;0;0;;;Motzener Str. 9;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@jurek-reinigungstechnik.de;;;IL;;;http://jurek-reinigungstechnik.de;;{3C466806-B43A-4138-A1D9-C68E2D7041D4};{00000000-0000-0000-0000-000000000000};K03666;;08.10.2021 00:00:00;08.10.2021 14:09:54;;;;Jurek Reinigungstechnik;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;12277;GRENKE;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;JUREK REINIGUNGSTECHNIK;55;;0;;0;;;IL;IL;0;0;0;;;0;00000000592ED0EB
;;033631-888 660;;;KRED;K03667;61173;;033631-888 00;IN11403;;;;0;0;;;Storkower str. 38 c;0;KRED;0;2;0,00000000000000000000;;Reichenwalde;0;Herrn Axel Müller;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;a.mueller@ets-ps.com;;;IL;;;www.ets-ps.com;;{E5433548-7CC6-40B3-B803-1A40D65769CA};{00000000-0000-0000-0000-000000000000};K03667;;08.10.2021 00:00:00;08.10.2021 14:07:11;;A-01;;ETS Product Service AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;15526;SPA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;ETS PRODUCT SERVICE AG;12;;0;;0;;;IL;IL;0;0;0;;;0;00000000592ED07A
;;0794 2945 420;;;KRED;K03668;001353245;;0794 2945 203;;;;;0;0;;;Max- Eyth- Str.1;0;KRED;0;0;0,00000000000000000000;;Waldenburg;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;eiSos@we-online.de;;;IL;;;www.we-online.de;;{BB0A38F6-0A58-463A-9424-827B067A33CA};{00000000-0000-0000-0000-000000000000};K03668;;21.02.2020 00:00:00;21.02.2020 20:45:40;;A-01;Co.KG EMC& Induktive Solutions;Würth Elektronik eiSos GmbH &;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;74638;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;WÜRTH ELEKTRONIK EISOS GMBH &;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C401E7
