lieferzeile_no,order_no,buy_from_city,buy_from_post_code,buy_from_vendor_name,location_code,order_date,original_date,posting_date,promised_receipt_date,quantity_invoiced,quantity,really_receipt_datetime,requested_receipt_date
PVP0405439,EB21/0158,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2021-01-22,2021-02-19,2021-02-15,2021-02-19,20000,20000,2021-02-14,2021-02-19
MV00491619-1,EB21/0180,Zella-Mehlis OT Benshausen,98544,Menz Industriedienst-,B-01,2021-01-27,2021-02-17,2021-02-15,2021-02-17,8704,8704,1753-01-01,2021-02-17
RA00000246,EB21/0418,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-03-02,2099-09-09,2021-02-15,2099-09-09,1152,1152,2021-02-14,2021-02-17
RA00000280,EB21/0404,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2020-10-28,2021-02-17,2021-02-15,2021-02-17,619,619,2021-02-14,2021-02-17
RA00000170,EB20/2453,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2020-12-23,2021-09-02,2021-02-15,2021-09-02,1276,1276,2021-02-14,2021-08-01
22001421,EB21/0282,Schwabach,91126,Joh. Leupold GmbH & Co. KG,A-01,2021-01-27,2021-02-17,2021-02-16,2021-02-17,2890,2890,2021-02-15,2021-02-17
HDE0H11032,EB21/0036,Bamberg,96052,Robert Bosch GmbH,A-01,2021-03-02,2021-12-02,2021-02-16,2021-12-02,3360,3360,2021-02-15,2021-12-02
KS00500003,EB20/2070,Schwaigern,74193,Walter Söhner GmbH & Co. KG,B-01,2020-10-30,2021-02-15,2021-02-16,2021-02-15,2500,2500,1753-01-01,2021-02-15
17000154,EB20/2146,Pforzheim - Huchenfeld,75181,StrohhekerSchulz Stanz- und,B-01,2020-03-11,2021-12-02,2021-02-16,2021-12-02,5600,5600,1753-01-01,2021-12-02
MV00000341,EB21/0139,Trebbin,14959,Öl- & Filter Vertriebs GmbH,B-01,2021-08-01,2021-02-17,2021-02-16,2021-02-17,200,200,1753-01-01,2021-05-02
17000230,EB20/1635,Altena-Dahle,58754,Möhling GmbH & Co. KG,B-01,2020-08-09,2021-01-21,2021-02-16,2021-01-21,21060,21060,1753-01-01,2021-01-21
MV00491412,EB20/2573,Bretzfeld,74626,Präzisionsteile Franz Schulz,B-01,2020-12-11,2021-12-02,2021-02-16,2021-02-18,16000,16000,1753-01-01,2021-02-18
17000169,EB20/2148,Geldern,47608,Vulkanfiber-Fabrik,B-01,2020-03-11,2021-10-02,2021-02-16,2021-10-02,2410,2410,1753-01-01,2021-01-20
17000168,EB20/2147,Geldern,47608,Vulkanfiber-Fabrik,B-01,2020-03-11,2021-01-15,2021-02-16,2021-01-15,2411,2411,1753-01-01,2021-01-20
17000170,EB20/2149,Geldern,47608,Vulkanfiber-Fabrik,B-01,2020-03-11,2021-10-02,2021-02-16,2021-10-02,2449,2449,1753-01-01,2021-01-20
17000148,EB20/1605,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-02-15,2021-02-16,2021-02-15,5000,5000,1753-01-01,2021-02-15
22001450,EB20/2407,Sunder/Amecke,59846,Kaiser & Waltermann GmbH,A-01,2020-09-12,2021-01-29,2021-02-16,2021-01-29,15100,15100,2021-02-15,2021-01-22
HD00220026,EB20/1494,Schwabach,91126,W & L Deutsche Technoplast,B-01,2020-07-10,2099-09-09,2021-02-16,2099-09-09,1350,1350,1753-01-01,2020-04-11
KS00113704,EB20/2480,Weinheim,69465,Freudenberg FST GmbH,B-01,2020-12-23,2021-12-02,2021-02-16,2021-12-02,2500,2500,1753-01-01,2021-12-02
KS00520739-1,EB21/0447,Berlin,12355,Kuhle Industrie-Galvanik GmbH,B-01,2021-02-19,2021-05-03,2021-02-17,2021-05-03,380,380,1753-01-01,2021-05-03
KS00525723-1,EB21/0299,Berlin,12355,Kuhle Industrie-Galvanik GmbH,B-01,2021-01-29,2021-12-02,2021-02-17,2021-12-02,503,503,1753-01-01,2021-12-02
28000919,EB21/0171,Berlin,14167,Diehl Metal Applications GmbH,B-01,2021-01-21,2021-02-19,2021-02-17,2021-02-19,12500,12500,1753-01-01,2021-02-19
28000919,EB21/0138,Berlin,14167,Diehl Metal Applications GmbH,B-01,2021-01-19,2021-02-19,2021-02-17,2021-02-19,1266,1266,1753-01-01,2021-02-19
HDE0H39001,EB20/2495,Oberursel,61440,Weppler Filter GmbH,A-01,2020-09-12,2021-02-19,2021-02-17,2021-02-19,10000,10000,2021-02-16,2021-02-19
22000860,EB21/0192,Lüdenscheid,58477,Fr. Schulte,B-01,2021-01-25,2021-02-19,2021-02-17,2021-02-19,2980,2980,1753-01-01,2021-02-19
KP0064B003,EB21/0161,Starnberg,82319,Härterei Weber und Wallner,A-01,2021-05-02,2021-02-16,2021-02-17,2021-02-16,680,680,2021-02-16,2021-02-16
KP0064B004,EB21/0161,Starnberg,82319,Härterei Weber und Wallner,A-01,2021-05-02,2021-02-16,2021-02-17,2021-02-16,680,680,2021-02-16,2021-02-16
KS00525791-1,EB21/0296,Ebersbach,73061,Bodycote,B-01,2021-01-29,2021-02-19,2021-02-17,2021-02-19,337,337,1753-01-01,2021-02-19
17000141,EB20/2420,Egesheim,78592,Gebrüder Dreher,B-01,2020-02-12,2021-02-19,2021-02-17,2021-02-19,3000,3000,1753-01-01,2021-02-19
17000195,EB20/1365,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-01-04,2021-02-17,2021-02-18,875,875,1753-01-01,2021-01-04
M0000104,EB21/0328,Berlin,10553,Th. Geyer GmbH & Co. KG,B-01,2021-03-02,2021-02-17,2021-02-18,2021-02-17,100,100,1753-01-01,2021-02-17
17000131,EB21/0431,Köthen,06354,Mercateo AG,B-01,2021-02-15,2021-03-15,2021-02-18,2021-03-15,45000,45000,1753-01-01,2021-03-15
M0000009,EB21/0488,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2021-02-16,2021-04-02,2021-02-18,2021-02-18,2,2,2021-02-17,2021-02-18
17001018,EB21/0383,Egesheim,78592,Gebrüder Dreher,B-01,2021-05-02,2021-02-19,2021-02-18,2021-02-19,1500,1500,1753-01-01,2021-02-19
KS00505701,EB20/2482,Pforzheim,75177,Hoffmann GmbH,B-01,2020-12-23,2021-02-19,2021-02-18,2021-02-19,2000,2000,1753-01-01,2021-02-19
HDE0610275,EB21/0194,Selb,95100,H. & M. Fraas,A-01,2021-01-25,2021-02-19,2021-02-18,2021-02-19,20000,20000,2021-02-17,2021-02-19
PVP0405439,EB21/0158,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2021-01-22,2021-02-26,2021-02-18,2021-02-18,20000,20000,2021-02-17,2021-02-18
22001649,EB21/0367,Schnelldorf,91625,Rene Schwab,A-01,2021-04-02,2021-02-19,2021-04-02,2021-02-19,24000,24000,1753-01-01,2021-12-02
05920105,EB21/0007,Frankenthal,67227,CMC Klebetechnik GmbH,A-01,2021-11-01,2021-02-19,2021-02-18,2021-02-19,125,125,2021-02-17,2021-02-19
HDE0H04002,EB21/0092,Weißenstadt,95163,Raithel & Co. GmbH,A-01,2021-01-15,2021-02-19,2021-02-18,2021-02-19,17510,17510,2021-02-17,2021-02-19
DR00520084,EB21/0122,Carei Jud. Satu Mare,RO-445100,Taygan Metal Press SRL,B-01,2021-01-22,2021-02-19,2021-02-18,2021-02-19,982,982,1753-01-01,2021-02-19
DR00550003,EB20/2571,Carei Jud. Satu Mare,RO-445100,Taygan Metal Press SRL,B-01,2021-05-02,2021-02-19,2021-02-18,2021-02-19,1752,1752,1753-01-01,2021-02-19
DMR0000001,EB21/0080,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-01-15,2021-04-03,2021-02-18,1753-01-01,10000,10000,2021-02-17,1753-01-01
MS00521020,EB21/0179,Schwäbisch-Gmünd,73525,Hörnlein Umformtechnik GmbH,B-01,2020-12-21,2021-02-24,2021-02-18,2021-02-24,532,532,1753-01-01,2021-01-03
HDE0001154,EB21/0030,Bamberg,96052,Robert Bosch GmbH,A-01,2021-01-21,2021-12-02,2021-02-19,2021-02-23,500,500,2021-02-18,2021-12-02
HDE0H11032,EB21/0036,Bamberg,96052,Robert Bosch GmbH,A-01,2021-03-02,2021-05-03,2021-02-19,2021-02-19,3360,3360,2021-02-18,2021-02-19
ZG00003066,EB20/2523,Blaichach,87542,Robert Bosch GmbH,A-01,2020-12-15,2021-02-19,2021-02-19,2021-02-19,650,650,2021-02-18,2021-02-19
HDE0H27003,EB21/0096,Schönau a. K.,83471,Quittenbaum GmbH,A-01,2021-01-18,2021-02-19,2021-02-19,2021-02-19,200000,200000,2021-02-18,2021-02-19
27900640,EB20/2097,Pozuelo de Alarcón (Madrid),ES-28224,DODUCO España  S.L.,A-01,2020-10-29,2021-02-19,2021-02-19,2021-02-19,10000,10000,2021-02-18,2021-01-22
22001383,EB21/0217,Blomberg,32825,SynFlex Elektro GmbH,B-01,2021-01-25,2021-02-22,2021-02-19,2021-02-22,168,168,1753-01-01,2021-02-22
MV00491619,EB21/0070,Velbert,42551,Heismann Drehtechnik,B-01,2020-12-28,2021-02-22,2021-02-19,2021-02-22,8160,8160,1753-01-01,2021-02-22
22000421,EB21/0207,Lohne,49393,Pöppelmann GmbH & Co. KG,B-01,2021-01-25,2021-02-19,2021-02-19,2021-02-19,2200,2200,1753-01-01,2021-02-22
KS90525756,EB21/0346,Oranienburg,16515,SURFACED GmbH,B-01,2021-05-02,2021-02-19,2021-02-22,2021-02-19,500,500,1753-01-01,2021-02-19
KP0064C061,EB21/0458,Oranienburg,16515,SURFACED GmbH,B-01,2021-12-02,2021-07-19,2021-02-22,2099-09-09,6800,6800,1753-01-01,2021-02-17
KS90520741,EB21/0350,Oranienburg,16515,SURFACED GmbH,B-01,2021-04-02,2021-02-18,2021-02-22,2021-02-18,600,600,1753-01-01,2021-02-18
22001476,EB21/0131,Wörth am Rhein,76744,Europack GmbH,B-01,2021-01-29,2021-02-17,2021-02-22,2021-02-17,43,43,1753-01-01,2021-12-02
VW00100800,EB21/0429,Malente,23714,Hermann Drehtechnik GmbH,A-01,2021-10-02,2021-02-19,2021-02-19,2021-03-24,540,540,2021-02-18,2021-03-24
11000020,EB21/0114,Kitzingen,97318,Erich Rothe GmbH & Co KG,A-01,2021-01-18,2021-02-19,2021-02-22,2021-02-19,5214,5214,2021-02-21,2021-02-19
HDE0H03450,EB21/0201,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-01-25,2021-02-19,2021-02-22,2021-02-19,1280,1280,2021-02-21,2021-02-19
HDE0H03449,EB20/2493,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-10-12,2021-02-17,2021-02-22,2033-03-03,1280,1280,2021-02-21,2021-11-01
HDE0H03445,EB20/1902,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-06-10,2020-12-15,2021-02-22,1753-01-01,483,483,2021-02-21,1753-01-01
HDE0H03443,EB20/2493,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-10-12,2021-02-17,2021-02-22,2033-03-03,486,486,2021-02-21,2021-11-01
KU00028716,EB20/2297,Bad Malente,23711,Klemz GmbH,A-01,2020-11-18,2021-02-22,2021-02-22,2021-02-24,4800,4800,2021-02-21,2021-01-29
PVP0492600,EB20/2366,Langenzenn,90579,Autosplice Europe GmbH,A-01,2020-11-26,2021-02-22,2021-02-22,2021-02-22,200000,200000,2021-02-21,2021-02-19
PVP0492600,EB20/2050,Langenzenn,90579,Autosplice Europe GmbH,A-01,2020-10-23,2021-02-19,2021-02-22,2021-02-19,200000,200000,2021-02-21,2020-11-12
M20020111,EB20/2386,Hamburg,20095,Biesterfeld Plastic GmbH,B-01,2020-04-12,2021-12-02,2021-02-22,2021-12-02,75,75,1753-01-01,2021-08-01
17000206,EB20/2152,Egesheim,78592,Gebrüder Dreher,B-01,2020-03-11,2022-02-02,2021-02-22,2021-12-01,555,555,1753-01-01,2021-08-01
MV00491619-1,EB21/0387,Zella-Mehlis OT Benshausen,98544,Menz Industriedienst-,B-01,2021-02-02,2021-02-23,2021-02-22,2021-02-23,8704,8704,1753-01-01,2021-02-23
22000725,EB20/1655,Berlin,12681,Heidenhain-Microprint GmbH,B-01,2020-09-09,2022-02-02,2021-02-22,2021-02-24,2200,2200,1753-01-01,2021-02-24
HDE0700479,EB21/0196,Isernhagen,30916,Nordpack GmbH,A-01,2021-01-25,2021-02-19,2021-02-23,2021-02-19,5200,5200,2021-02-22,2021-05-02
TF00000010,EB20/2464,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-07-12,2021-05-02,2021-02-23,2021-05-02,300,300,2021-02-22,2021-05-02
HDE0001156,EB21/0031,Bamberg,96052,Robert Bosch GmbH,A-01,2021-08-01,2021-02-19,2021-02-23,2021-02-23,1500,1500,2021-02-22,2021-02-19
M0000009,EB21/0548,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2021-02-22,2021-04-02,2021-02-22,2021-02-23,2,2,2021-02-17,2021-02-23
KS00525731,EB21/0337,Ebersbach,73061,Bodycote,B-01,2021-01-02,2021-02-22,2021-02-23,2021-02-22,500,500,1753-01-01,2021-02-22
17000206,EB20/2152,Egesheim,78592,Gebrüder Dreher,B-01,2020-03-11,2022-02-02,2021-02-23,2021-12-01,5445,5445,1753-01-01,2021-08-01
17000108,EB20/2129,Herzogenaurach,91074,Erhard Fröhlich GmbH,B-01,2020-03-11,2021-02-22,2021-02-23,2021-02-22,10000,10000,1753-01-01,2021-01-29
17000149,EB21/0347,Herzogenaurach,91074,Erhard Fröhlich GmbH,B-01,2021-04-02,2021-03-15,2021-02-23,2099-09-09,5950,5950,1753-01-01,2021-03-15
22001544,EB21/0184,Isernhagen,30916,Nordpack GmbH,B-01,2021-01-25,2021-02-16,2021-02-23,2021-02-16,6300,6300,1753-01-01,2021-12-02
22001645,EB21/0184,Isernhagen,30916,Nordpack GmbH,B-01,2021-01-25,2021-02-19,2021-02-23,2021-02-19,2030,2030,1753-01-01,2021-12-02
6 099 302 805,EB21/0119,Isernhagen,30916,Nordpack GmbH,B-01,2021-01-22,2021-02-19,2021-02-23,2021-02-19,1260,1260,1753-01-01,2021-02-19
HDE0H03445,EB20/2493,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2020-10-12,2021-11-01,2021-02-23,2033-03-03,966,966,2021-02-22,2021-11-01
HDE0H03452,EB21/0201,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-01-25,2021-02-19,2021-02-23,2021-02-19,795,795,2021-02-22,2021-02-19
HDE0719189,EB21/0090,Isernhagen,30916,Nordpack GmbH,A-01,2021-01-15,2021-02-23,2021-02-23,2021-02-18,5200,5200,2021-02-22,2021-01-29
17000131,EB21/0431,Köthen,06354,Mercateo AG,B-01,2021-02-15,2021-03-15,2021-02-24,2021-03-15,5000,5000,1753-01-01,2021-03-15
17000140,EB21/0362,Lenzkirch,79853,Mesa Parts GmbH,B-01,2021-04-02,2021-02-19,2021-02-24,2021-02-19,326,326,1753-01-01,2021-02-19
17200125,EB21/0272,Berlin,14167,Diehl Metal Applications GmbH,A-01,2021-01-28,2021-02-24,2021-02-24,2021-02-26,20000,20000,2021-02-23,2021-02-26
18000040,EB21/0500,Großpostwitz,02692,miunske GmbH,A-01,2021-02-17,2021-05-03,2021-02-24,2021-05-03,3000,3000,2021-02-23,2021-05-03
18000042,EB21/0500,Großpostwitz,02692,miunske GmbH,A-01,2021-02-17,2021-05-03,2021-02-24,2021-05-03,2000,2000,2021-02-23,2021-05-03
DMR0000021,EB21/0484,Offenbach,63019,Bodo Möller Chemie GmbH,A-01,2021-11-02,2021-03-19,2021-02-24,2021-03-19,10,10,2021-02-23,2021-03-18
DMR0000020,EB21/0484,Offenbach,63019,Bodo Möller Chemie GmbH,A-01,2021-11-02,2021-03-19,2021-02-24,2021-03-19,5,5,2021-02-23,2021-03-18
39403559,EB21/0283,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-01-25,2021-02-22,2021-02-25,2021-02-22,500,500,2021-02-24,2021-02-22
M0000009,EB21/0575,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2021-02-24,2021-04-02,2021-02-25,2021-02-25,1,1,2021-02-24,2021-02-25
DMR0000010,EB21/0080,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-07-12,2099-09-09,2021-02-25,2021-02-26,120000,120000,2021-02-24,2021-12-02
HDE0430752,EB21/0089,Oberursel,61440,Weppler Filter GmbH,A-01,2021-01-15,2021-02-26,2021-02-25,2021-02-26,5000,5000,2021-02-24,2021-02-26
O3 1498030-1,EB21/0270,Harelbeke,BE-8530,Allbox NV,A-01,2021-01-27,2021-02-25,2021-02-25,2021-02-19,1000,1000,2021-02-24,2021-02-19
HDE0210815,EB20/2339,Stuttgart,70565,Trelleborg Sealing Solutions,A-01,2020-11-24,2033-03-03,2021-02-25,2033-03-03,20000,20000,2021-02-24,2021-05-02
KU00022360,EB20/2447,Lüdenscheid,58477,Fr. Schulte,A-01,2020-07-12,2099-09-09,2021-02-25,2099-09-09,5380,5380,2021-02-24,2021-02-26
VW00100800,EB21/0429,Malente,23714,Hermann Drehtechnik GmbH,A-01,2021-10-02,2021-02-19,2021-02-25,2021-03-24,1038,1038,2021-02-24,2021-03-24
PVP0405439,EB21/0158,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2021-01-22,2021-05-03,2021-02-25,2021-05-03,20000,20000,2021-02-24,2021-05-03
BI00703022,EB20/2557,Bad Soden-Salmünster,63628,Woco Industrietechnik GmbH,B-01,2020-12-14,2021-02-15,2021-02-25,2021-02-15,8000,8000,1753-01-01,2021-02-15
KP000913C3,EB21/0143,Gernlinden,82216,Weidinger GmbH,A-01,2021-01-20,2021-02-26,2021-02-25,2021-02-26,5,5,2021-02-24,2021-03-02
17000213-1,EB20/1677,München,81379,A.R.T. Elektr.Vertriebs-GmbH,B-01,2020-10-09,2022-02-02,2021-02-26,2021-02-25,52700,52700,1753-01-01,2021-02-25
KS00525814-1,EB21/0443,Ebersbach,73061,Bodycote,B-01,2021-08-02,2021-01-03,2021-02-26,2021-01-03,313,313,1753-01-01,2021-01-03
KS00525731,EB21/0445,Ebersbach,73061,Bodycote,B-01,2021-09-02,2021-02-03,2021-02-26,2021-02-03,500,500,1753-01-01,2021-02-03
KS90520715,EB21/0407,Oranienburg,16515,SURFACED GmbH,B-01,2021-09-02,2021-02-23,2021-02-26,2021-02-23,500,500,1753-01-01,2021-02-23
KS90525704,EB21/0408,Oranienburg,16515,SURFACED GmbH,B-01,2021-09-02,2021-02-23,2021-02-26,2021-02-23,500,500,1753-01-01,2021-02-23
NW00008753,EB19/2188,Marignier,FR  74970,Bosson Décolletage,B-01,2021-02-26,2021-02-26,2021-02-26,2021-02-26,14000,14000,1753-01-01,2021-02-26
KS90520714,EB21/0455,Oranienburg,16515,SURFACED GmbH,B-01,2021-12-02,2021-02-26,2021-02-26,2021-02-26,500,500,1753-01-01,2021-02-26
KS90525704,EB21/0456,Oranienburg,16515,SURFACED GmbH,B-01,2021-12-02,2021-02-26,2021-02-26,2021-02-26,500,500,1753-01-01,2021-02-26
22001644,EB21/0581,Nürnberg,90427,Tröster & Co.,B-01,2021-02-22,2021-01-03,2021-02-26,2021-01-03,8000,8000,1753-01-01,2021-01-03
HDE0H11032,EB21/0036,Bamberg,96052,Robert Bosch GmbH,A-01,2021-01-21,2021-03-19,2021-02-26,2021-02-26,3360,3360,2021-02-25,2021-02-26
KS00355704,EB20/2189,Obergünzburg,87634,COPROTEC Systeme GmbH,B-01,2020-06-11,2021-01-03,2021-02-26,2021-02-28,1000,1000,1753-01-01,2021-02-28
BI00290072,EB21/0334,Bonn,53170,SGL CARBON GmbH,B-01,2021-08-01,2099-09-09,2021-02-26,2099-09-09,279,279,1753-01-01,2021-05-03
27900057,EB21/0461,Oranienburg,16515,SURFACED GmbH,A-01,2021-12-02,2021-02-26,2021-02-26,2099-09-09,5032,5032,2021-02-25,2021-02-26
BI00591172,EB20/2558,Jihlava,CZ-58626,Swoboda CZ s.r.o.,B-01,2021-04-01,2021-01-03,2021-01-03,2021-01-03,5000,5000,1753-01-01,2021-01-03
BI00390004,EB20/2560,Jihlava,CZ-58626,Swoboda CZ s.r.o.,B-01,2020-12-30,2021-02-26,2021-01-03,2021-02-26,5000,5000,1753-01-01,2021-02-26
M20020270,EB21/0390,Berlin,12099,NOVAPAX - Kunststofftechnik,B-01,2021-02-22,2021-01-03,2021-01-03,2021-01-03,275,275,1753-01-01,2021-01-03
17200137,EB21/0053,Eningen,72800,Adelhelm LubriCoat GmbH,A-01,2021-01-14,2021-02-03,2021-01-03,2021-02-03,19749,19749,2021-02-28,2021-12-02
22001541,EB21/0554,Berlin,13509,TransPak GmbH,B-01,2021-02-17,2021-03-03,2021-01-03,2021-03-03,1000,1000,1753-01-01,2021-03-03
22001542,EB21/0554,Berlin,13509,TransPak GmbH,B-01,2021-02-17,2021-03-03,2021-01-03,2021-03-03,1000,1000,1753-01-01,2021-03-03
KP00Z1C001,EB20/2475,Speyer,67346,Infiltec GmbH,A-01,2020-12-16,2021-02-26,2021-01-03,2021-02-26,2000,2000,2021-02-28,2021-02-26
TF00000005,EB20/2460,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-07-12,2021-02-26,2021-01-03,2021-02-26,150000,150000,2021-02-28,2021-02-26
18000028,EB21/0010,Karben,61184,SHC GmbH,A-01,2021-11-01,2021-01-03,2021-01-03,2021-01-03,500,500,2021-02-28,2021-01-03
00000018,EB21/0562,München,81739,Siemens AG,Z-ESOLA,2021-02-23,2099-09-09,2021-01-03,2099-09-09,1000,1000,2021-02-28,2021-01-03
22000411,EB19/3635,Keltern,75210,Uwe Oechsler,B-01,2020-11-30,2020-12-21,2021-02-03,2099-09-09,283,283,1753-01-01,2021-02-19
RB00210306,EB21/0059,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-11-25,2099-09-09,2021-02-03,2099-09-09,20000,20000,1753-01-01,2021-02-17
RB00491840,EB21/0059,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-10-14,2021-02-19,2021-02-03,2021-02-19,9340,9340,1753-01-01,2021-02-17
M0000009,EB21/0610,Kornwestheim,70806,Air Liquide Deutschland GmbH,A-01,2021-01-03,2021-04-02,2021-02-03,2021-02-03,2,2,2021-01-03,2021-02-03
D5300CFO01,EB20/2498,Stahnsdorf,14532,Rosemann & Sohn GbR,A-01,2020-10-12,2021-02-15,2021-01-03,2021-02-23,3073,3073,2021-02-28,2021-01-15
D5300CFO05,EB20/2498,Stahnsdorf,14532,Rosemann & Sohn GbR,A-01,2020-10-12,2021-02-15,2021-01-03,2021-02-23,640,640,2021-02-28,2021-01-15
KS90520715,EB21/0480,Oranienburg,16515,SURFACED GmbH,B-01,2021-02-17,2021-03-03,2021-02-03,2021-03-03,500,500,1753-01-01,2021-03-03
KS90520741,EB21/0479,Oranienburg,16515,SURFACED GmbH,B-01,2021-02-17,2021-03-03,2021-02-03,2021-03-03,500,500,1753-01-01,2021-03-03
PVP0405439,EB21/0333,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2021-05-02,2021-01-03,2021-01-03,2021-01-03,20000,20000,2021-02-28,2021-01-03
PVP0405439,EB21/0333,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2021-05-02,2021-01-03,2021-01-03,2021-01-03,20000,20000,2021-02-28,2021-01-03
BI00106004,EB20/2556,Villongo BG,IT-24060,Argomm S.p.A.,B-01,2020-03-12,2021-05-03,2021-02-03,2021-05-03,5300,5300,1753-01-01,2021-04-03
29300313,EB20/2379,Heroldsberg,90562,Walter Schön GmbH,A-01,2020-11-26,2021-02-03,2021-02-03,2021-05-03,3000,3000,2021-01-03,2021-05-03
29403614,EB21/0060,Heroldsberg,90562,Walter Schön GmbH,A-01,2021-01-14,2021-02-03,2021-02-03,2021-02-26,4000,4000,2021-01-03,2021-12-02
MV00491533,EB20/2457,Schramberg,78713,Hugo Kern und Liebers GmbH,B-01,2020-12-23,2021-05-02,2021-02-03,2021-05-02,25235,25235,1753-01-01,2021-05-02
KS00355001,EB20/2578,Wellendingen,78669,GUK Falzmaschinen Griesser,B-01,2020-12-30,2021-02-26,2021-02-26,2021-02-26,3600,3600,1753-01-01,2021-02-26
18200833,EB21/0125,Bad Driburg,33014,INTEG GmbH,A-01,2021-01-19,2021-02-03,2021-02-03,2021-02-03,1000,1000,2021-01-03,2021-02-03
27900640,EB20/2391,Pozuelo de Alarcón (Madrid),ES-28224,DODUCO España  S.L.,A-01,2020-01-12,2021-05-03,2021-02-03,2021-05-03,10000,10000,2021-01-03,2021-05-03
HDE0H03449,EB21/0201,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-01-25,2021-03-15,2021-02-03,2021-03-15,320,320,2021-01-03,2021-02-19
17200130,EB20/2440,Cham,93413,Müller Präzision GmbH,A-01,2020-07-12,2021-05-03,2021-02-03,2021-05-03,10548,10548,2021-01-03,2021-01-22
HDE0H03448,EB21/0201,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-01-25,2021-03-15,2021-02-03,2021-03-15,1280,1280,2021-01-03,2021-02-19
17200130,EB21/0241,Cham,93413,Müller Präzision GmbH,A-01,2021-01-26,2021-02-03,2021-02-03,2021-05-03,24573,24573,2021-01-03,2021-05-03
29200984-1,EB21/0641,Berlin,12487,Ahlberg Metalltechnik GmbH,B-01,2021-11-01,2021-03-03,2021-03-03,2021-03-03,2000,2000,1753-01-01,2021-02-26
DMR0000013,EB21/0080,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2020-12-23,2099-09-09,2021-03-03,2021-02-26,100000,100000,2021-02-03,2021-12-02
MV00409230,EB21/0140,Blomberg,32825,SynFlex Elektro GmbH,B-01,2021-08-01,2021-05-03,2021-03-03,2021-05-03,728,728,1753-01-01,2021-05-03
HDE0001125,EB21/0025,Bamberg,96052,Robert Bosch GmbH,A-01,2021-02-15,2021-12-03,2021-03-03,2021-05-03,500,500,2021-02-03,2021-05-03
KU00024748-4,EB21/0382,Berlin,14167,Diehl Metal Applications GmbH,A-01,2021-05-02,2021-05-03,2021-03-03,2021-05-03,1498,1498,2021-02-03,2021-05-03
22001472,EB21/0482,Remseck  OT Hochberg,71686,Baumgärtner Kunststoffe GmbH,B-01,2021-02-25,2021-05-03,2021-03-03,2021-05-03,10000,10000,1753-01-01,2021-04-03
PVP0405439,EB21/0333,Steinenbronn,71144,Telegärtner Kunststofftechnik,A-01,2021-05-02,2021-03-26,2021-03-03,2021-03-26,20000,20000,2021-02-03,2021-03-26
27603475,EB20/2438,Berlin,14167,Diehl Metal Applications GmbH,A-01,2021-02-19,2021-03-03,2021-03-03,2021-05-03,48000,48000,2021-02-03,2021-05-03
17000441,EB21/0406,Isernhagen,30916,Nordpack GmbH,B-01,2021-09-02,2021-05-03,2021-02-26,2021-05-03,4160,4160,1753-01-01,2021-02-03
17000039,EB20/2127,Nettetal,41334,Essentra Components,B-01,2020-03-11,2021-01-15,2021-04-03,2021-04-03,3000,3000,1753-01-01,2021-01-15
O3 1-1393583-5,EB21/0381,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-02-18,2021-04-03,2021-04-03,2021-04-03,200,200,2021-03-03,2021-04-03
O3 1-1393565-9,EB21/0381,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-02-19,2021-04-03,2021-04-03,2021-04-03,1000,1000,2021-03-03,2021-05-03
O3 4-1393565-4,EB21/0549,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-02-26,2021-12-03,2021-04-03,2021-12-03,420,420,2021-03-03,2021-12-03
