purchase_no,amount_including_vat,amount,expected_receipt_date,location_code,order_date,quantity_invoiced,quantity_received,quantity,really_receipt_datetime,requested_receipt_date
ZEMZUSCHLA,3375.72,2836.74,2021-03-09,A-01,2021-05-26,0,0,1,2021-08-31,2021-03-09
MV00491619-1,1480.12,1243.8,2021-06-16,B-01,2021-05-26,8704,8704,8704,2021-06-06,2021-06-16
39403559,45.48,42.5,2021-06-18,A-01,2021-05-21,500,500,500,2021-06-15,2021-06-18
O3 1393582-4,53.5,50.0,2021-06-18,A-01,2021-04-06,1000,1000,1000,2021-06-15,2021-06-18
O3 1393583-6,12.84,12.0,2021-06-18,A-01,2021-04-06,100,100,100,2021-06-15,2021-06-18
90401313,53.5,50.0,2021-06-18,A-01,2021-05-28,2000,2000,2000,2021-06-15,2021-06-18
M0000009,271.68,228.3,2021-05-27,A-01,2021-05-26,1,1,1,2021-05-26,2021-05-27
01061932,1156.68,972.0,2021-02-07,A-01,2021-05-26,32,32,32,2021-01-07,2021-02-07
01061569,2796.3,2349.83,2021-07-23,A-01,2021-05-27,27,27,27,2021-07-20,2021-02-07
05920210,3342.53,2808.85,2021-10-27,A-01,2021-08-20,566300,566300,566300,2021-10-26,2021-08-10
17200125,3518.24,2956.5,2021-06-18,A-01,2021-05-27,21900,21900,21900,2021-06-20,2021-06-18
19500009,714.0,600.0,2021-08-16,A-01,2021-07-19,30000,30000,30000,2021-08-15,2021-08-16
ZEMZUSCHLA,6600.6,5546.72,2021-08-16,A-01,2021-08-16,0,0,1,2021-08-15,2021-08-16
29200988,714.36,600.3,2021-06-25,B-01,2021-05-21,2070,2070,2070,2021-06-22,2021-06-25
M0000009,271.68,228.3,2021-01-06,A-01,2021-05-31,1,1,1,2021-05-31,2021-01-06
M0000004,52.65,44.24,2021-07-06,B-PROD,2021-05-31,1,1,1,2021-02-06,2021-07-06
RB00801667,130.31,109.5,2021-04-06,B-01,2021-12-05,1000,1000,1000,2021-01-06,2021-04-06
TF00000005,1350.65,1135.0,2021-06-08,A-01,2021-01-06,250000,250000,250000,2021-12-09,2021-07-16
TF00000005,1350.65,1135.0,2021-06-08,A-01,2021-01-06,250000,250000,250000,2021-12-09,2021-07-30
TF00000005,1350.65,1135.0,2021-08-27,A-01,2021-01-06,250000,250000,250000,2021-12-09,2021-08-27
TF00000005,1350.65,1135.0,2021-10-09,A-01,2021-01-06,250000,250000,250000,2021-12-09,2021-10-09
TF00000002,3194.15,2684.16,2021-07-16,A-01,2021-01-06,288000,288000,288000,2021-07-10,2021-07-16
TF00000002,3094.33,2600.28,2021-08-13,A-01,2021-01-06,279000,279000,279000,2021-07-10,2021-07-16
TF00000002,3194.15,2684.16,2021-09-22,A-01,2021-01-06,288000,288000,288000,2021-07-10,2021-08-27
40063519,703.43,591.12,2021-09-07,A-01,2021-01-06,1800,1800,1800,2021-05-07,2021-09-07
40063539,317.44,266.75,2021-06-08,A-01,2021-01-06,250,250,250,2021-05-08,2021-09-07
40063540,317.43,266.75,2021-06-08,A-01,2021-01-06,250,250,250,2021-05-08,2021-09-07
MV00491409,3213.0,2700.0,2021-09-24,B-01,2021-03-25,90000,90000,90000,2021-09-22,2021-12-08
MV00491412,5822.43,4892.8,2021-08-20,B-01,2021-12-05,32000,32000,32000,2021-08-22,2021-08-20
MV00491533,9520.0,8000.0,2021-03-09,B-01,2021-07-23,32000,32000,32000,2021-02-09,2021-03-09
MV00491617,1430.93,1202.46,2021-02-09,B-01,2021-07-22,50400,50400,50400,2021-09-09,2021-02-09
M20020355,6149.33,5167.5,2021-10-09,B-01,2021-04-05,750,750,750,2021-07-09,2021-02-09
MV00409230,1082.2,909.41,2021-08-20,B-01,2021-06-25,499,499,499,2021-08-18,2021-08-20
DA00491006-1,4040.05,3395.0,2021-09-21,B-01,2021-07-09,300,300,300,2021-09-19,2021-07-09
M20020354,3956.75,3325.0,2021-06-08,B-01,2021-05-19,500,500,500,2021-04-08,2021-06-08
M0000009,271.68,228.3,2021-03-06,A-01,2021-02-06,1,1,1,2021-02-06,2021-03-06
17000140,16273.2,13674.96,2021-03-08,B-01,2021-02-06,3510,3510,3510,2021-08-17,2021-03-08
17000140,16273.2,13674.96,2021-09-22,B-01,2021-02-06,3510,3510,3510,2021-05-10,2021-07-09
17000140,13129.83,11033.47,2021-10-15,B-01,2021-02-06,2832,2832,2832,2021-10-31,2021-10-15
00980107,127.45,107.1,2021-04-08,A-01,2021-02-06,1,1,1,2021-04-08,2021-07-23
00987816,6176.1,5190.0,2021-08-13,A-01,2021-02-06,200,200,200,2021-10-08,2021-06-08
00987836,308.81,259.5,2021-08-13,A-01,2021-02-06,10,10,10,2021-10-08,2021-06-08
05920105,4703.48,3952.5,2021-07-23,A-01,2021-02-06,125,125,125,2021-07-28,2021-07-16
17200110,547.4,460.0,2021-07-16,A-01,2021-06-18,215,215,215,2021-07-20,2021-07-16
01064587,894.88,752.0,2021-07-23,A-01,2021-06-25,110,110,110,2021-07-20,2021-07-23
17000225,1026.7,862.77,2021-06-30,B-01,2021-02-06,5200,5200,5200,2021-07-22,2021-06-30
KU00021629,262.99,221.0,2021-07-16,A-01,2021-03-06,10000,10000,10000,2021-07-18,2021-07-16
KU00021635,1187.03,997.5,2021-07-30,A-01,2021-03-06,2625,2625,2625,2021-07-27,2021-07-30
KU00021686,241.62,203.04,2021-07-23,A-01,2021-02-07,5400,5400,5400,2021-07-21,2021-07-23
KU00022360,312.38,262.5,2021-08-13,A-01,2021-03-06,5000,5000,5000,2021-10-08,2021-08-13
KU00022395,98.06,82.4,2021-02-07,A-01,2021-03-06,4000,4000,4000,2021-04-07,2021-02-07
KU00070825,168.98,142.0,2021-06-25,A-01,2021-03-06,10000,10000,10000,2021-04-07,2021-06-25
HDE0H27002,16142.46,13565.09,2021-05-11,Z-QUITTE,2021-03-06,964,964,964,2021-11-11,2021-05-11
KS00525779-1,396.27,333.0,2021-06-22,B-01,2021-05-28,450,450,450,2021-06-22,2021-06-18
DR00218013,60376.65,50736.68,2021-10-19,B-PROD,2021-03-06,2937,2937,2937,2021-10-18,2021-09-17
DR00300034,14501.99,12186.55,2021-07-10,B-01,2021-03-06,1734,1734,1734,2021-10-24,2021-08-23
KS00525788-1,220.15,185.0,2021-06-25,B-01,2021-04-06,250,250,250,2021-06-24,2021-06-25
DR00326032,9126.07,7668.97,2021-11-10,B-01,2021-04-06,1670,1670,1670,2021-10-10,2021-08-23
DR00350013,3717.48,3123.93,2021-09-13,B-01,2021-04-06,1829,1829,1829,2021-12-09,2021-08-23
DR00350023,2592.63,2178.68,2021-08-30,B-01,2021-04-06,1263,1263,1263,2021-08-29,2021-08-23
DR00350028,5383.69,4524.11,2021-08-30,B-01,2021-04-06,1531,1531,1531,2021-08-29,2021-08-23
DR00590004,7956.95,6686.51,2021-08-30,B-01,2021-04-06,1841,1841,1841,2021-08-29,2021-08-23
22001627,62.48,52.5,2021-06-30,B-01,2021-04-06,150,150,150,2021-06-27,2021-06-30
22001547,192.56,161.82,2021-06-30,B-01,2021-04-06,3200,3200,3200,2021-06-27,2021-06-30
DR00020054,7294.97,6130.23,2021-07-10,B-01,2021-04-06,2158,2158,2158,2021-11-10,2021-07-30
DR00106074,1855.86,1559.55,2021-07-30,B-01,2021-04-06,5880,5880,5880,2021-07-26,2021-07-30
DR00192002,1544.05,1297.52,2021-08-27,B-01,2021-04-06,4634,4634,4634,2021-10-08,2021-07-30
DR00520084,6966.55,6966.55,2021-02-07,B-01,2021-04-06,1850,1850,1850,2021-07-20,2021-02-07
DR00643001,5212.2,4380.0,2021-05-10,B-01,2021-04-06,2500,2500,2500,2021-05-10,2021-07-30
HES0068702,476.0,400.0,2021-07-30,A-01,2021-04-06,10000,10000,10000,2021-07-27,2021-07-30
27602370,15276.93,12837.76,2021-08-10,A-01,2021-04-06,1076,1076,1076,2021-10-18,2021-08-10
ZEMZUSCHLA,180.88,152.0,2021-08-10,A-01,2021-04-06,0,0,1,2021-10-18,2021-07-30
27602381,16719.11,14049.67,2021-03-11,A-01,2021-04-06,1085,1085,1085,2021-02-11,2021-08-10
ZEMZUSCHLA,215.33,180.95,2021-08-10,A-01,2021-04-06,0,0,1,2021-02-11,2021-08-10
28035709,542.64,456.0,2021-07-16,A-01,2021-04-06,30000,30000,30000,2021-07-13,2021-07-16
01061657,3253.78,2734.27,2021-07-09,A-01,2021-04-06,60,60,60,2021-06-09,2021-07-23
S1 1-1412701-4,36000.0,36000.0,2033-03-03,A-01,2021-07-06,0,0,1800000,2021-05-25,2021-07-16
M0000009,543.35,456.6,2021-08-06,A-01,2021-07-06,2,2,2,2021-07-06,2021-08-06
05920210,3370.87,2832.66,2022-01-19,A-01,2021-07-06,571100,571100,571100,2022-01-18,2022-07-01
RB00402314,9662.8,8120.0,2021-10-12,B-01,2021-02-06,290,290,290,2021-12-12,2021-01-09
24000001,4037.05,3392.48,2021-01-10,B-01,2021-11-06,1040,1040,1040,2021-09-30,2021-01-10
24000007,10717.62,9006.4,2021-01-10,B-01,2021-11-06,1040,1040,1040,2021-09-30,2021-01-10
24000015,3634.48,3634.48,2021-04-10,B-01,2021-07-19,28960,28960,28960,2021-05-10,2021-09-27
M20020350,4294.71,3609.0,2021-12-17,B-01,2021-12-17,100,100,100,2021-12-14,2021-12-17
O3 1412601-3,567.49,476.88,2021-03-09,A-01,2021-07-06,2550,2550,2550,2021-09-11,2021-07-30
O3 1412601-3,1335.25,1122.06,2021-10-19,A-01,2021-07-06,6000,6000,6000,2021-09-11,2021-07-30
O3 1412601-3,445.08,374.02,2099-09-09,A-01,2021-02-11,2000,2000,2000,2021-09-11,2021-12-11
O3 1412839-1,2879.32,2419.6,2021-10-09,A-01,2021-07-06,10520,10520,10520,2021-07-09,2021-10-09
O3 4-1411320-1,20866.32,17534.72,2022-01-26,A-01,2021-10-02,1957,1957,1957,2022-01-25,2022-01-26
39403559,45.48,42.5,2021-06-30,A-01,2021-02-06,500,500,500,2021-06-29,2021-06-30
O3 1-1393583-4,20.33,19.0,2021-06-30,A-01,2021-06-16,200,200,200,2021-06-29,2021-06-30
O3 1393582-4,53.5,50.0,2021-06-30,A-01,2021-06-16,1000,1000,1000,2021-06-29,2021-06-30
O3 2-1393565-2,5.35,5.0,2021-06-30,A-01,2021-06-16,1000,1000,1000,2021-06-29,2021-06-30
O3 3-1393565-4,3.21,3.0,2021-06-30,A-01,2021-06-16,200,200,200,2021-06-29,2021-06-30
HD00373028,3527.04,2963.9,2021-07-16,B-01,2021-04-23,759,759,759,2021-12-07,2021-07-16
18034906,7037.92,5914.22,2021-10-11,A-01,2021-04-14,299000,299000,299000,2021-09-11,2021-10-11
MV00491619-1,1480.12,1243.8,2021-06-23,B-01,2021-02-06,8704,8704,8704,2021-06-24,2021-06-23
KS00520711-1,1036.79,871.25,2021-06-25,B-01,2021-11-06,500,500,500,2021-06-24,2021-06-25
M0000009,271.68,228.3,2021-10-06,A-01,2021-09-06,1,1,1,2021-09-06,2021-10-06
M0000141,291.55,245.0,2021-06-18,A-01,2021-09-06,500,500,500,2021-06-16,2021-06-18
00345677,823.42,691.95,2021-12-07,Z-DIEHL,2021-06-14,5187,5187,5187,2021-08-07,2021-12-07
00345655,823.42,691.95,2021-12-07,Z-DIEHL,2021-06-14,5187,5187,5187,2021-08-07,2021-12-07
00343013,4850.0,4850.0,2021-01-10,A-01,2021-09-06,250000,250000,250000,2021-09-27,2021-01-10
01061585,1087.36,913.75,2021-08-13,A-01,2021-09-06,72,72,72,2021-08-15,2021-08-13
00469846,1716.02,1442.03,2021-09-20,Z-DIEHL,2021-07-23,11050,11050,11050,2021-09-16,2021-08-13
28001554,1725.5,1450.0,2021-09-07,A-01,2021-09-06,100000,100000,100000,2021-07-13,2021-09-07
HD00220010,1774.29,1491.0,2021-02-07,B-01,2021-07-05,700,700,700,2021-05-07,2021-02-07
MS00203012,936.53,787.0,2021-02-07,B-01,2021-04-23,100,100,100,2021-05-07,2021-02-07
HD00020007,2578.73,2167.0,2021-02-07,B-01,2021-07-05,1100,1100,1100,2021-05-07,2021-02-07
HD00220016,9596.16,8064.0,2021-06-08,B-01,2021-05-28,1680,1680,1680,2021-10-08,2021-06-08
MS00320021,1059.24,890.12,2021-02-07,B-01,2021-09-04,748,748,748,2021-06-27,2021-02-07
NW00006601,6044.93,5079.77,2021-09-30,B-01,2021-10-06,1781,1781,1781,2021-09-16,2021-01-09
NW00006601,6228.22,5233.8,2022-02-23,B-01,2020-12-30,0,0,2379,2021-09-16,2021-01-09
M20020094,1337.26,1123.75,2021-02-08,B-01,2021-06-25,125,125,125,2021-01-08,2021-01-08
VW00312031,129.4,129.4,2021-06-30,A-01,2021-10-06,1000,1000,1000,2021-06-07,2021-07-29
M20020201,1249.5,1050.0,2021-10-15,B-01,2021-07-28,200,200,200,2021-10-19,2021-01-09
24000039,3531.92,2968.0,2021-09-24,B-01,2021-08-27,5600,5600,5600,2021-09-19,2021-09-24
24000018,1777.15,1493.4,2021-11-19,B-01,2021-05-19,6000,6000,6000,2021-11-16,2021-01-09
24000019,1357.79,1141.0,2021-10-15,B-01,2021-05-19,5000,5000,5000,2021-11-16,2021-01-09
24000009,2203.04,1851.3,2021-10-29,B-01,2021-06-23,4114,4114,4114,2021-10-28,2021-01-09
24000009,523.96,440.3,2021-07-16,B-01,2021-07-05,1190,1190,1190,2021-10-28,2021-07-16
24000025,1666.0,1400.0,2021-07-16,B-01,2021-04-06,5000,5000,5000,2021-10-28,2021-07-16
24000028,4522.0,3800.0,2099-09-09,B-01,2021-04-08,10000,10000,10000,2021-02-09,2021-01-09
HDE0004011,1637.44,1376.0,2021-10-20,A-01,2021-10-06,100,100,100,2021-10-19,2021-03-09
HDE0987731,105.91,89.0,2021-09-07,A-01,2021-10-06,20000,20000,20000,2021-08-07,2021-09-07
HDE0H05003,3370.08,2832.0,2021-09-16,A-01,2021-10-06,20000,20000,20000,2021-09-15,2021-09-17
28000919,706.86,594.0,2021-07-21,B-01,2021-11-06,9900,9900,9900,2021-07-20,2021-07-16
BI00002006,672.35,565.0,2021-10-29,B-01,2021-11-06,10000,10000,10000,2022-05-01,2021-10-29
BI00002006,672.35,565.0,2022-01-14,B-01,2021-11-06,10000,10000,10000,2022-05-01,2022-07-01
BI00099094,933.66,933.66,2021-09-17,B-01,2021-11-06,716,716,716,2021-04-11,2021-10-09
BI00099094,1712.02,1712.02,2021-05-11,B-01,2021-11-06,1296,1296,1296,2021-04-11,2021-10-09
BI00099094,2663.14,2663.14,2022-08-04,B-01,2022-07-01,0,0,2016,2021-04-11,2022-08-04
BI00099095,2278.28,2278.28,2021-09-17,B-01,2021-11-06,2002,2002,2002,2021-09-14,2021-10-09
BI00099095,2306.3,2306.3,2022-08-02,B-01,2021-11-06,0,0,2002,2021-09-14,2022-01-28
BI00099106,951.3,951.3,2021-09-17,B-01,2021-11-06,2100,2100,2100,2022-03-02,2021-10-09
BI00099106,961.8,961.8,2022-02-02,B-01,2021-11-06,0,2100,2100,2022-03-02,2022-01-28
17200120,713.89,599.91,2021-04-10,A-01,2021-11-06,13460,13460,13460,2021-10-24,2021-08-13
17200120,612.07,514.34,2021-08-09,A-01,2021-11-06,11540,11540,11540,2021-10-24,2021-08-13
17200120,848.61,713.12,2021-08-10,A-01,2021-11-06,16000,16000,16000,2021-10-24,2021-01-10
17200120,318.23,267.42,2021-09-07,A-01,2021-11-06,6000,6000,6000,2021-10-24,1753-01-01
17200120,159.12,133.71,2021-10-22,A-01,2021-11-06,3000,3000,3000,2021-10-24,2021-01-10
17200142,2220.54,1866.0,2021-03-09,A-01,2021-06-14,25000,25000,25000,2022-01-20,2021-08-27
17200142,2220.54,1866.0,2021-09-24,A-01,2021-06-14,25000,25000,25000,2022-01-20,2021-09-24
17200142,1890.47,1588.63,2021-02-11,A-01,2021-06-14,22095,22095,22095,2022-01-20,2021-10-22
17200142,2387.58,2006.37,2021-10-12,A-01,2021-06-14,27905,27905,27905,2022-01-20,2021-11-19
17200142,2220.54,1866.0,2022-07-01,A-01,2021-06-14,25000,25000,25000,2022-01-20,2022-07-01
17200145,1904.0,1600.0,2021-02-09,A-01,2021-06-14,25000,25000,25000,2021-10-27,2021-03-09
17200145,1348.03,1132.8,2021-10-27,A-01,2021-06-14,17700,17700,17700,2021-10-27,2021-10-22
17200145,555.97,467.2,2021-10-29,A-01,2021-06-14,7300,7300,7300,2021-10-27,2021-10-22
17200130,4175.52,3508.84,2021-07-16,A-01,2021-06-14,19174,19174,19174,2021-08-29,2021-07-16
17200130,1268.73,1066.16,2021-03-09,A-01,2021-06-14,5826,5826,5826,2021-08-29,2021-07-16
17200130,5346.08,4492.5,2021-03-09,A-01,2021-06-14,25000,25000,25000,2021-10-10,2021-08-20
17200130,5131.16,4311.9,2021-10-15,A-01,2021-06-14,23995,23995,23995,2021-10-10,2021-10-15
17200122,916.3,770.0,2021-08-10,A-01,2021-09-24,20000,20000,20000,2021-12-16,2021-08-10
17200122,916.3,770.0,2021-10-29,A-01,2021-06-14,20000,20000,20000,2021-12-16,2021-10-29
17200122,958.55,805.5,2021-12-20,A-01,2021-06-14,20922,20922,20922,2021-12-16,2021-12-20
17200135,5221.72,4388.0,2021-07-23,A-01,2021-06-14,20000,20000,20000,2021-10-31,2021-07-23
17200135,5307.4,4460.0,2021-09-14,A-01,2021-06-14,20000,20000,20000,2021-10-31,2021-09-17
17200135,5221.72,4388.0,2021-09-24,A-01,2021-08-20,20000,20000,20000,2021-10-31,2021-09-24
17200135,5221.72,4388.0,2021-05-11,A-01,2021-09-16,20000,20000,20000,2021-10-31,2021-05-11
BI00002008,1711.21,1437.99,2021-08-23,B-01,2021-06-14,44110,44110,44110,2021-08-25,2021-08-23
M0000009,271.68,228.3,1753-01-01,A-01,2021-09-06,1,1,1,2021-06-14,2021-10-06
BI00419018,14353.78,12062.0,2021-09-22,B-01,2021-06-14,6520,6520,6520,2021-08-12,2021-01-10
BI00419018,10126.9,8510.0,2022-01-31,B-01,2021-06-14,4600,4600,4600,2021-08-12,2021-01-10
BI00423004,759.0,759.0,2021-07-07,B-01,2021-06-14,3000,3000,3000,2021-07-07,2021-07-07
BI00486029,15500.0,15500.0,2021-11-08,B-01,2021-06-14,5000,5000,5000,2021-08-08,2021-09-08
17200124,2641.8,2220.0,2021-02-07,A-01,2021-06-14,20000,20000,20000,2021-04-07,2021-02-07
17200124,2641.8,2220.0,2021-09-22,A-01,2021-06-14,20000,20000,20000,2021-12-21,2021-07-23
17200124,1033.61,868.58,2021-08-23,A-01,2021-08-20,7825,7825,7825,2021-12-21,2021-07-23
17200124,2641.8,2220.0,2021-09-30,A-01,2021-06-14,20000,20000,20000,2021-12-21,2021-08-20
17200124,2233.77,1877.12,2021-10-29,A-01,2021-06-14,16911,16911,16911,2021-12-21,2021-10-29
17200124,2641.8,2220.0,2021-12-22,A-01,2021-06-14,20000,20000,20000,2021-12-21,2021-12-17
BI00500113,12725.34,11892.84,2021-12-07,B-01,2021-09-07,417,417,417,2021-11-07,2021-12-07
BI00500113,12816.89,11978.4,2021-09-13,B-01,2021-06-14,420,420,420,2021-05-09,2021-08-30
BI00500837,11158.6,10428.6,2021-08-20,B-01,2021-06-14,420,420,420,2021-08-22,2021-08-20
17200110,547.4,460.0,2021-06-08,A-01,2021-06-14,202,202,202,2021-06-09,2021-06-08
17200110,547.4,460.0,2021-07-09,A-01,2021-06-14,204,204,204,2021-06-09,2021-10-09
6 099 302 805,2054.18,1726.2,2021-09-29,B-01,2021-06-14,1260,1260,1260,2021-09-30,2021-12-07
BI00000004,312.73,262.8,2021-06-28,B-01,2021-06-14,360,360,360,2021-06-24,2021-06-28
22001416,208.25,175.0,2021-10-22,B-01,2021-04-10,10,10,10,2021-10-19,2021-10-22
O3 1-1393583-1,40.66,38.0,2021-06-07,A-01,2021-06-22,400,400,400,2021-05-07,2021-06-07
O3 1-1393583-1,20.33,19.0,2021-06-07,A-01,2021-06-22,200,200,200,2021-05-07,2021-06-07
HDE0H22012,8742.93,7347.0,2021-11-11,A-01,2021-06-18,1860,1860,1860,2021-09-11,2021-11-11
HDE0H22012,2538.27,2133.0,2021-11-11,A-01,2021-01-07,540,540,540,2021-09-11,2021-11-11
HDE0H22013,5233.03,4397.5,2021-05-11,A-01,2021-06-16,5000,5000,5000,2021-09-11,2021-05-11
HDE0H22013,5233.02,4397.5,2021-11-11,A-01,2021-06-16,5000,5000,5000,2021-09-11,2021-11-11
18200831,4558.2,4260.0,2021-08-23,A-01,2021-06-16,2000,2000,2000,2021-08-22,2021-08-20
HDE0004011,1904.0,1600.0,2021-06-22,A-01,2021-06-16,100,100,100,2021-06-20,2021-06-22
DR00611010,2350.73,1975.4,2021-09-30,B-01,2021-06-16,16600,16600,16600,2021-05-10,2021-09-30
M0000009,271.68,228.3,2021-06-17,A-01,2021-06-16,1,1,1,2021-06-16,2021-06-17
WA00491451,523.6,440.0,2021-07-21,B-01,2021-05-26,3300,3300,3300,2021-07-18,2021-07-21
WA00491444,770.53,647.5,2021-01-09,B-01,2021-07-07,2500,2500,2500,2021-01-09,2021-01-09
WA00491442,3204.67,2693.0,2021-02-09,B-01,2021-08-07,2000,2000,2000,2021-05-09,2021-02-09
WA00491440,8733.2,7338.82,2022-01-25,B-01,2021-09-07,1763,1763,1763,2022-01-23,2021-01-10
24000022,3000.0,3000.0,2021-12-11,B-01,2021-09-17,5000,5000,5000,2021-11-11,2021-12-11
KS90525704,136.85,115.0,2021-01-07,B-01,2021-06-17,504,504,504,2021-06-30,2021-01-07
KS00617714,1701.7,1430.0,2021-10-13,B-01,2021-07-16,1000,1000,1000,2021-10-13,2021-08-10
KS00525790-1,105.67,88.8,2021-07-07,B-01,2021-11-06,120,120,120,2021-07-07,2021-02-07
M080000072,0.0,0.0,2021-09-07,A-01,2021-02-07,60,60,60,2021-12-07,2021-09-07
M080000072,0.0,0.0,2033-03-03,A-01,2021-02-07,0,0,22,2021-12-07,2021-09-07
ABB0845059,21.06,17.7,2021-06-18,A-01,2021-06-17,500,500,500,2021-06-17,2021-06-18
M080000045,71.72,60.27,2021-06-18,A-01,2021-06-17,1,1,1,2021-06-17,2021-06-18
ABB0858687,13.03,10.95,2021-06-25,A-01,2021-06-17,50,50,50,2021-06-24,2021-06-25
MV00491619-1,1480.12,1243.8,2021-02-07,B-01,2021-11-06,8704,8704,8704,2021-01-07,2021-02-07
KS00525005-1,702.58,590.4,2021-06-25,B-01,2021-04-06,400,400,400,2021-06-24,2021-06-25
17200132,4803.65,4036.68,2021-05-07,A-01,2021-05-31,22426,22426,22426,2021-04-07,2021-05-07
KP0064C130,1523.34,1523.34,2021-04-10,A-01,2021-11-06,558,558,558,2021-05-10,2021-07-23
KP0064B313,8210.0,8210.0,2021-11-15,A-01,2021-06-18,1000,1000,1000,2021-11-15,2021-07-16
00345677,823.42,691.95,2021-08-20,Z-DIEHL,2021-06-21,5187,5187,5187,2021-08-18,2021-08-20
00345655,823.42,691.95,2021-08-20,Z-DIEHL,2021-06-21,5187,5187,5187,2021-08-18,2021-08-20
M0000009,271.68,228.3,2021-06-22,A-01,2021-06-21,1,1,1,2021-06-21,2021-06-22
KP0064C053,184.45,155.0,2021-06-25,B-01,2021-06-25,5000,5000,5000,2021-06-24,2021-06-25
KP0064C056,184.45,155.0,2021-06-25,B-01,2021-06-25,5000,5000,5000,2021-06-24,2021-06-25
019600066,9401.0,7900.0,2021-08-13,A-01,2021-06-21,316000,316000,316000,2021-12-08,2021-06-08
22000611,1766.57,1484.51,2021-09-17,B-01,2021-06-21,3876,3876,3876,2021-09-16,2021-08-21
05920406,2469.01,2074.8,2021-07-16,B-01,2021-11-06,5187,5187,5187,2021-07-15,2021-07-16
05920408,2469.01,2074.8,2021-07-16,B-01,2021-11-06,5187,5187,5187,2021-07-15,2021-07-16
28000918,18266.5,15350.0,2021-06-22,B-01,2021-05-21,100000,100000,100000,2021-06-21,2021-06-22
PVP0405439,921.06,774.0,2021-12-08,A-01,2021-06-22,20000,20000,20000,2021-11-08,2021-06-08
PVP0405439,921.06,774.0,2021-12-08,A-01,2021-06-22,20000,20000,20000,2021-11-08,2021-08-13
O3 1393582-4,53.5,50.0,2021-07-20,A-01,2021-06-07,1000,1000,1000,2021-01-08,2021-07-20
O3 1393564-2,42.8,40.0,2021-07-20,A-01,2021-06-07,8000,8000,8000,2021-01-08,2021-07-20
39403559,45.48,42.5,2021-07-30,A-01,2021-02-07,500,500,500,2021-01-08,2021-07-30
O3 4-1393565-4,3.37,3.15,2021-07-30,A-01,2021-07-16,210,210,210,2021-01-08,2021-07-30
90401324,80.25,75.0,2021-07-30,A-01,2021-09-07,3000,3000,3000,2021-01-08,2021-07-30
17000199,211.7,177.9,2021-09-07,B-01,2021-06-25,15000,15000,15000,2021-05-07,2021-09-07
M0000009,271.68,228.3,2021-06-24,A-01,2021-06-23,1,1,1,2021-06-23,2021-06-24
18000005,477.19,401.0,2021-03-09,A-01,2021-06-23,10000,10000,10000,2021-01-09,2021-03-09
18000013,937.13,787.5,2021-11-19,A-01,2021-06-23,5000,5000,5000,2021-11-15,2021-08-20
18000013,937.12,787.5,2021-12-11,A-01,2021-10-08,5000,5000,5000,2021-11-15,2021-11-19
18000030,4239.38,3562.5,2021-06-09,A-01,2021-06-23,2850,2850,2850,2021-05-09,2021-03-09
18200831,4590.11,4289.82,2021-09-24,A-01,2021-06-23,2014,2014,2014,2021-09-22,2021-09-17
18200833,2439.6,2280.0,2021-03-09,A-01,2021-06-23,1000,1000,1000,2021-09-22,2021-03-09
18200833,2439.6,2280.0,2021-09-24,A-01,2021-06-23,1000,1000,1000,2021-09-22,2021-09-17
18200837,1674.55,1565.0,2021-04-08,A-01,2021-06-23,500,500,500,2021-05-09,1753-01-01
HDE0H26001,903.1,758.91,2021-06-08,A-01,2021-06-23,3136,3136,3136,2021-10-08,2021-06-08
HDE0H03445,164.39,138.14,2021-07-30,A-01,2021-06-23,483,483,483,2021-08-29,2021-07-30
HDE0H03447,163.36,137.28,2021-07-30,A-01,2021-06-23,480,480,480,2021-08-29,2021-07-30
HDE0H03447,217.82,183.04,2021-08-30,A-01,2021-05-21,640,640,640,2021-08-29,2021-07-30
HDE0H03448,599.0,503.36,2021-07-30,A-01,2021-06-23,1760,1760,1760,2021-08-29,2021-07-30
HDE0H03449,816.81,686.4,2021-07-30,A-01,2021-06-23,2400,2400,2400,2021-08-29,2021-07-30
HDE0H03450,925.73,777.92,2021-07-30,A-01,2021-06-23,2720,2720,2720,2021-08-29,2021-07-30
HDE0H03451,432.91,363.79,2021-07-30,A-01,2021-06-23,1272,1272,1272,2021-08-29,2021-07-30
HDE0H03451,216.46,181.9,2021-08-30,A-01,2021-05-21,636,636,636,2021-08-29,2021-07-30
HDE0H03452,432.91,363.79,2021-07-30,A-01,2021-06-23,1272,1272,1272,2021-08-29,2021-07-30
KU00522240,1071.0,900.0,2021-07-30,B-01,2021-06-25,3000,3000,3000,2021-07-29,2021-07-30
17000220,235.4,220.0,2099-09-09,B-01,2021-06-25,2000,2000,2000,2021-07-29,2021-08-13
KP0064C017,2618.0,2200.0,2021-07-16,A-PROD,2021-09-07,5000,5000,5000,2021-07-13,2021-09-07
KP0064C018,2618.0,2200.0,2021-07-16,A-PROD,2021-09-07,5000,5000,5000,2021-07-13,2021-09-07
M0000009,343.08,288.3,2021-06-29,A-01,2021-06-28,1,1,1,2021-06-28,2021-06-29
KS00525723-1,458.15,385.0,2021-02-07,B-01,2021-06-18,250,250,250,2021-01-07,2021-02-07
KS90525756,113.05,95.0,2021-07-14,B-01,2021-06-30,250,250,250,2021-12-07,2021-07-14
KS00525712-1,771.12,648.0,2021-02-07,B-01,2021-06-18,450,450,450,2021-01-07,2021-02-07
